Airline Name,Airline Country,Departure Airport Name,Departure Airport City,Departure Airport Country/Region,Arrival Airport Name,Arrival Airport City,Arrival Airport Country/Region,Plane Name
Professional Express Courier Service,United States,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,Pori Airport,Pori,Finland,Saab SF340A/B
Professional Express Courier Service,United States,Karlstad Airport,Karlstad,Sweden,Stockholm-Arlanda Airport,Stockholm,Sweden,Saab SF340A/B
Professional Express Courier Service,United States,Mariehamn Airport,Mariehamn,Finland,Stockholm-Arlanda Airport,Stockholm,Sweden,Saab SF340A/B
Professional Express Courier Service,United States,Mariehamn Airport,Mariehamn,Finland,Turku Airport,Turku,Finland,Saab SF340A/B
Professional Express Courier Service,United States,Oslo Lufthavn,Oslo,Norway,Vaxjo Kronoberg Airport,Vaxjo,Sweden,Saab SF340A/B
Professional Express Courier Service,United States,Pori Airport,Pori,Finland,Stockholm-Arlanda Airport,Stockholm,Sweden,Saab SF340A/B
Professional Express Courier Service,United States,Pori Airport,Pori,Finland,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,Saab SF340A/B
Professional Express Courier Service,United States,Turku Airport,Turku,Finland,Mariehamn Airport,Mariehamn,Finland,Saab SF340A/B
Professional Express Courier Service,United States,Sandefjord Airport,Sandefjord,Norway,Stockholm-Arlanda Airport,Stockholm,Sweden,Saab SF340A/B
Professional Express Courier Service,United States,Vilhelmina Airport,Vilhelmina,Sweden,Stockholm-Arlanda Airport,Stockholm,Sweden,Saab SF340A/B
Professional Express Courier Service,United States,Vilhelmina Airport,Vilhelmina,Sweden,Hemavan Airport,Hemavan,Sweden,Saab SF340A/B
Professional Express Courier Service,United States,Vaxjo Kronoberg Airport,Vaxjo,Sweden,Stockholm-Arlanda Airport,Stockholm,Sweden,Saab SF340A/B
Professional Express Courier Service,United States,Vaxjo Kronoberg Airport,Vaxjo,Sweden,Oslo Lufthavn,Oslo,Norway,Saab SF340A/B
Qatar Amiri Flight,Qatar,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,Greenbrier Valley Airport,Lewisburg,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,Middle Georgia Regional Airport,Macon,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,Key Field,Meridian,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,Northwest Alabama Regional Airport,Muscle Shoals,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,Tupelo Regional Airport,Tupelo,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,South Bimini Airport,Alice Town,Bahamas,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,North Eleuthera Airport,North Eleuthera,Bahamas,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,North Eleuthera Airport,North Eleuthera,Bahamas,Palm Beach International Airport,West Palm Beach,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Key West International Airport,Key West,United States,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Key West International Airport,Key West,United States,Southwest Florida International Airport,Fort Myers,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Key West International Airport,Key West,United States,Tampa International Airport,Tampa,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,South Bimini Airport,Alice Town,Bahamas,Saab SF340A/B
Qatar Amiri Flight,Qatar,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,North Eleuthera Airport,North Eleuthera,Bahamas,Saab SF340A/B
Qatar Amiri Flight,Qatar,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Key West International Airport,Key West,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Grand Bahama International Airport,Freeport,Bahamas,Saab SF340A/B
Qatar Amiri Flight,Qatar,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Exuma International Airport,Great Exuma,Bahamas,Saab SF340A/B
Qatar Amiri Flight,Qatar,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Governor's Harbour Airport,Governor's Harbor,Bahamas,Saab SF340A/B
Qatar Amiri Flight,Qatar,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Orlando International Airport,Orlando,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,Saab SF340A/B
Qatar Amiri Flight,Qatar,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Treasure Cay Airport,Treasure Cay,Bahamas,Saab SF340A/B
Qatar Amiri Flight,Qatar,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Tampa International Airport,Tampa,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Grand Bahama International Airport,Freeport,Bahamas,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Exuma International Airport,Great Exuma,Bahamas,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Exuma International Airport,Great Exuma,Bahamas,Governor's Harbour Airport,Governor's Harbor,Bahamas,Saab SF340A/B
Qatar Amiri Flight,Qatar,Governor's Harbour Airport,Governor's Harbor,Bahamas,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Mid Delta Regional Airport,Greenville,United States,Tupelo Regional Airport,Tupelo,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Gainesville Regional Airport,Gainesville,United States,Orlando International Airport,Orlando,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Gainesville Regional Airport,Gainesville,United States,Tampa International Airport,Tampa,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Jacksonville International Airport,Jacksonville,United States,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,Saab SF340A/B
Qatar Amiri Flight,Qatar,Jacksonville International Airport,Jacksonville,United States,Tampa International Airport,Tampa,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Greenbrier Valley Airport,Lewisburg,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Middle Georgia Regional Airport,Macon,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Middle Georgia Regional Airport,Macon,United States,Orlando International Airport,Orlando,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Orlando International Airport,Orlando,United States,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Orlando International Airport,Orlando,United States,Gainesville Regional Airport,Gainesville,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Orlando International Airport,Orlando,United States,Middle Georgia Regional Airport,Macon,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Orlando International Airport,Orlando,United States,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,Saab SF340A/B
Qatar Amiri Flight,Qatar,Orlando International Airport,Orlando,United States,Pensacola Regional Airport,Pensacola,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Orlando International Airport,Orlando,United States,Southwest Florida International Airport,Fort Myers,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Orlando International Airport,Orlando,United States,Tallahassee Regional Airport,Tallahassee,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Key Field,Meridian,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,Jacksonville International Airport,Jacksonville,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,Orlando International Airport,Orlando,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,Palm Beach International Airport,West Palm Beach,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Northwest Alabama Regional Airport,Muscle Shoals,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Palm Beach International Airport,West Palm Beach,United States,North Eleuthera Airport,North Eleuthera,Bahamas,Saab SF340A/B
Qatar Amiri Flight,Qatar,Palm Beach International Airport,West Palm Beach,United States,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,Saab SF340A/B
Qatar Amiri Flight,Qatar,Palm Beach International Airport,West Palm Beach,United States,Tampa International Airport,Tampa,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Pensacola Regional Airport,Pensacola,United States,Orlando International Airport,Orlando,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Pensacola Regional Airport,Pensacola,United States,Tampa International Airport,Tampa,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Southwest Florida International Airport,Fort Myers,United States,Key West International Airport,Key West,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Southwest Florida International Airport,Fort Myers,United States,Orlando International Airport,Orlando,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Treasure Cay Airport,Treasure Cay,Bahamas,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Tallahassee Regional Airport,Tallahassee,United States,Orlando International Airport,Orlando,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Tallahassee Regional Airport,Tallahassee,United States,Tampa International Airport,Tampa,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Tampa International Airport,Tampa,United States,Key West International Airport,Key West,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Tampa International Airport,Tampa,United States,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Tampa International Airport,Tampa,United States,Gainesville Regional Airport,Gainesville,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Tampa International Airport,Tampa,United States,Jacksonville International Airport,Jacksonville,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Tampa International Airport,Tampa,United States,Palm Beach International Airport,West Palm Beach,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Tampa International Airport,Tampa,United States,Pensacola Regional Airport,Pensacola,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Tampa International Airport,Tampa,United States,Tallahassee Regional Airport,Tallahassee,United States,Saab SF340A/B
Qatar Amiri Flight,Qatar,Tupelo Regional Airport,Tupelo,United States,Mid Delta Regional Airport,Greenville,United States,Saab SF340A/B
Royal Air Force,United Kingdom,Vancouver International Airport,Vancouver,Canada,Masset Airport,Masset,Canada,Saab SF340A/B
Royal Air Force,United Kingdom,Masset Airport,Masset,Canada,Vancouver International Airport,Vancouver,Canada,Saab SF340A/B
Royal American Airways,United States,Jorge Newbery Airpark,Buenos Aires,Argentina,Piazzola International Airport,Mar Del Plata,Argentina,Saab SF340A/B
Royal American Airways,United States,Jorge Newbery Airpark,Buenos Aires,Argentina,General Urquiza Airport,Parana,Argentina,Saab SF340A/B
Royal American Airways,United States,Jorge Newbery Airpark,Buenos Aires,Argentina,Islas Malvinas Airport,Rosario,Argentina,Saab SF340A/B
Royal American Airways,United States,Jorge Newbery Airpark,Buenos Aires,Argentina,Sauce Viejo Airport,Santa Fe,Argentina,Saab SF340A/B
Royal American Airways,United States,Comandante Espora Airport,Bahia Blanca,Argentina,Piazzola International Airport,Mar Del Plata,Argentina,Saab SF340A/B
Royal American Airways,United States,Comandante Espora Airport,Bahia Blanca,Argentina,Almirante Marco Andres Zar Airport,Trelew,Argentina,Saab SF340A/B
Royal American Airways,United States,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,Saab SF340A/B
Royal American Airways,United States,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,Brigadier Antonio Parodi Airport,Esquel,Argentina,Saab SF340A/B
Royal American Airways,United States,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,El Plumerillo Airport,Mendoza,Argentina,Saab SF340A/B
Royal American Airways,United States,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,Islas Malvinas Airport,Rosario,Argentina,Saab SF340A/B
Royal American Airways,United States,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,Presidente Peron Airport,Neuquen,Argentina,Saab SF340A/B
Royal American Airways,United States,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,Almirante Marco Andres Zar Airport,Trelew,Argentina,Saab SF340A/B
Royal American Airways,United States,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,Piloto Civil N. Fernandez Airport,Rio Gallegos,Argentina,Saab SF340A/B
Royal American Airways,United States,Brigadier Antonio Parodi Airport,Esquel,Argentina,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,Saab SF340A/B
Royal American Airways,United States,Brigadier Antonio Parodi Airport,Esquel,Argentina,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,Saab SF340A/B
Royal American Airways,United States,Piazzola International Airport,Mar Del Plata,Argentina,Jorge Newbery Airpark,Buenos Aires,Argentina,Saab SF340A/B
Royal American Airways,United States,Piazzola International Airport,Mar Del Plata,Argentina,Comandante Espora Airport,Bahia Blanca,Argentina,Saab SF340A/B
Royal American Airways,United States,El Plumerillo Airport,Mendoza,Argentina,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,Saab SF340A/B
Royal American Airways,United States,El Plumerillo Airport,Mendoza,Argentina,Presidente Peron Airport,Neuquen,Argentina,Saab SF340A/B
Royal American Airways,United States,Presidente Peron Airport,Neuquen,Argentina,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,Saab SF340A/B
Royal American Airways,United States,Presidente Peron Airport,Neuquen,Argentina,El Plumerillo Airport,Mendoza,Argentina,Saab SF340A/B
Royal American Airways,United States,Capitan Corbeta CA Curbelo International Airport,Punta del Este,Uruguay,Islas Malvinas Airport,Rosario,Argentina,Saab SF340A/B
Royal American Airways,United States,General Urquiza Airport,Parana,Argentina,Jorge Newbery Airpark,Buenos Aires,Argentina,Saab SF340A/B
Royal American Airways,United States,Almirante Marco Andres Zar Airport,Trelew,Argentina,Comandante Espora Airport,Bahia Blanca,Argentina,Saab SF340A/B
Royal American Airways,United States,Almirante Marco Andres Zar Airport,Trelew,Argentina,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,Saab SF340A/B
Royal American Airways,United States,Almirante Marco Andres Zar Airport,Trelew,Argentina,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,Saab SF340A/B
Royal American Airways,United States,Almirante Marco Andres Zar Airport,Trelew,Argentina,Brigadier Antonio Parodi Airport,Esquel,Argentina,Saab SF340A/B
Royal American Airways,United States,Hermes Quijada International Airport,Rio Grande,Argentina,Piloto Civil N. Fernandez Airport,Rio Gallegos,Argentina,Saab SF340A/B
Royal American Airways,United States,Piloto Civil N. Fernandez Airport,Rio Gallegos,Argentina,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,Saab SF340A/B
Royal American Airways,United States,Piloto Civil N. Fernandez Airport,Rio Gallegos,Argentina,Hermes Quijada International Airport,Rio Grande,Argentina,Saab SF340A/B
Royal American Airways,United States,Piloto Civil N. Fernandez Airport,Rio Gallegos,Argentina,Malvinas Argentinas Airport,Ushuaia,Argentina,Saab SF340A/B
Royal American Airways,United States,Islas Malvinas Airport,Rosario,Argentina,Jorge Newbery Airpark,Buenos Aires,Argentina,Saab SF340A/B
Royal American Airways,United States,Islas Malvinas Airport,Rosario,Argentina,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,Saab SF340A/B
Royal American Airways,United States,Islas Malvinas Airport,Rosario,Argentina,Capitan Corbeta CA Curbelo International Airport,Punta del Este,Uruguay,Saab SF340A/B
Royal American Airways,United States,Sauce Viejo Airport,Santa Fe,Argentina,Jorge Newbery Airpark,Buenos Aires,Argentina,Saab SF340A/B
SAM Colombia,Colombia,Douglas-Charles Airport,Dominica,Dominica,Luis Munoz Marin International Airport,San Juan,Puerto Rico,Saab SF340A/B
SAM Colombia,Colombia,Terrance B. Lettsome International Airport,Tortola,British Virgin Islands,Luis Munoz Marin International Airport,San Juan,Puerto Rico,Saab SF340A/B
SAM Colombia,Colombia,Martinique Aime Cesaire International Airport,Fort-de-france,Martinique,Luis Munoz Marin International Airport,San Juan,Puerto Rico,Saab SF340A/B
SAM Colombia,Colombia,Pointe-a-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,Luis Munoz Marin International Airport,San Juan,Puerto Rico,Saab SF340A/B
SAM Colombia,Colombia,Luis Munoz Marin International Airport,San Juan,Puerto Rico,Douglas-Charles Airport,Dominica,Dominica,Saab SF340A/B
SAM Colombia,Colombia,Luis Munoz Marin International Airport,San Juan,Puerto Rico,Terrance B. Lettsome International Airport,Tortola,British Virgin Islands,Saab SF340A/B
SAM Colombia,Colombia,Luis Munoz Marin International Airport,San Juan,Puerto Rico,Martinique Aime Cesaire International Airport,Fort-de-france,Martinique,Saab SF340A/B
SAM Colombia,Colombia,Luis Munoz Marin International Airport,San Juan,Puerto Rico,Pointe-a-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,Saab SF340A/B
South Central Air,United States,King Salmon Airport,King Salmon,United States,Ted Stevens Anchorage International Airport,Anchorage,United States,Saab SF340A/B
South Central Air,United States,Ted Stevens Anchorage International Airport,Anchorage,United States,King Salmon Airport,King Salmon,United States,Saab SF340A/B
