route_id,dep_airport
12960,Presidente Juscelino Kubistschek International Airport
12961,Presidente Juscelino Kubistschek International Airport
12962,Presidente Juscelino Kubistschek International Airport
12963,Presidente Juscelino Kubistschek International Airport
12964,Presidente Juscelino Kubistschek International Airport
12965,Presidente Juscelino Kubistschek International Airport
12966,Presidente Juscelino Kubistschek International Airport
12967,Presidente Juscelino Kubistschek International Airport
12968,Presidente Juscelino Kubistschek International Airport
12969,Presidente Juscelino Kubistschek International Airport
12970,Presidente Juscelino Kubistschek International Airport
12971,Presidente Juscelino Kubistschek International Airport
12972,Presidente Juscelino Kubistschek International Airport
12973,Presidente Juscelino Kubistschek International Airport
12974,Presidente Juscelino Kubistschek International Airport
12975,Presidente Juscelino Kubistschek International Airport
12976,Presidente Juscelino Kubistschek International Airport
12977,Presidente Juscelino Kubistschek International Airport
12978,Presidente Juscelino Kubistschek International Airport
12979,Presidente Juscelino Kubistschek International Airport
12980,Presidente Juscelino Kubistschek International Airport
12981,Presidente Juscelino Kubistschek International Airport
12982,Presidente Juscelino Kubistschek International Airport
12983,Presidente Juscelino Kubistschek International Airport
12984,Presidente Juscelino Kubistschek International Airport
12985,Presidente Prudente Airport
12986,Punta Cana International Airport
12987,Queen Beatrix International Airport
12988,Regional de Maringa Airport
12989,Regional de Maringa Airport
12990,Regional de Maringa Airport
12991,Regional de Maringa Airport
12992,Rio Galeo Tom Jobim International Airport
12993,Rio Galeo Tom Jobim International Airport
12994,Rio Galeo Tom Jobim International Airport
12995,Rio Galeo Tom Jobim International Airport
12996,Rio Galeo Tom Jobim International Airport
12997,Rio Galeo Tom Jobim International Airport
12998,Rio Galeo Tom Jobim International Airport
12999,Rio Galeo Tom Jobim International Airport
13000,Rio Galeo Tom Jobim International Airport
13001,Rio Galeo Tom Jobim International Airport
13002,Rio Galeo Tom Jobim International Airport
13003,Rio Galeo Tom Jobim International Airport
13004,Rio Galeo Tom Jobim International Airport
13005,Rio Galeo Tom Jobim International Airport
13006,Rio Galeo Tom Jobim International Airport
13007,Rio Galeo Tom Jobim International Airport
13008,Rio Galeo Tom Jobim International Airport
13009,Rio Galeo Tom Jobim International Airport
13010,Rio Galeo Tom Jobim International Airport
13011,Rio Galeo Tom Jobim International Airport
13012,Rio Galeo Tom Jobim International Airport
13013,Rio Galeo Tom Jobim International Airport
13014,Rio Galeo Tom Jobim International Airport
13015,Rio Galeo Tom Jobim International Airport
13016,Rio Galeo Tom Jobim International Airport
13017,Rio Galeo Tom Jobim International Airport
13018,Salgado Filho Airport
13019,Salgado Filho Airport
13020,Salgado Filho Airport
13021,Salgado Filho Airport
13022,Salgado Filho Airport
13023,Salgado Filho Airport
13024,Salgado Filho Airport
13025,Salgado Filho Airport
13026,Santa Genoveva Airport
13027,Santa Genoveva Airport
13028,Santa Genoveva Airport
13029,Santa Genoveva Airport
13030,Santa Genoveva Airport
13031,Santa Maria Airport
13032,Santa Maria Airport
13033,Santa Maria Airport
13034,Santos Dumont Airport
13035,Santos Dumont Airport
13036,Santos Dumont Airport
13037,Santos Dumont Airport
13038,Santos Dumont Airport
13039,Senador Nilo Coelho Airport
13040,Senador Petronio Portela Airport
13041,Senador Petronio Portela Airport
13042,Senador Petronio Portela Airport
13043,Serafin Enoss Bertaso Airport
13044,Silvio Pettirossi International Airport
13045,Simon Bolivar International Airport
13046,Simon Bolivar International Airport
13047,Simon Bolivar International Airport
13048,Sir Grantley Adams International Airport
13049,Tancredo Neves International Airport
13050,Tancredo Neves International Airport
13051,Tancredo Neves International Airport
13052,Tancredo Neves International Airport
13053,Tancredo Neves International Airport
13054,Tancredo Neves International Airport
13055,Tancredo Neves International Airport
13056,Tancredo Neves International Airport
13057,Tancredo Neves International Airport
13058,Tancredo Neves International Airport
13059,Tancredo Neves International Airport
13060,Tancredo Neves International Airport
13061,Tancredo Neves International Airport
13062,Tancredo Neves International Airport
13063,Ten. Cel. Aviador Cesar Bombonato Airport
13064,Ten. Cel. Aviador Cesar Bombonato Airport
13065,Ten. Cel. Aviador Cesar Bombonato Airport
13066,Val de Cans/Julio Cezar Ribeiro International Airport
13067,Val de Cans/Julio Cezar Ribeiro International Airport
13068,Val de Cans/Julio Cezar Ribeiro International Airport
13069,Val de Cans/Julio Cezar Ribeiro International Airport
13070,Val de Cans/Julio Cezar Ribeiro International Airport
13071,Val de Cans/Julio Cezar Ribeiro International Airport
13072,Val de Cans/Julio Cezar Ribeiro International Airport
13073,Val de Cans/Julio Cezar Ribeiro International Airport
13074,Val de Cans/Julio Cezar Ribeiro International Airport
13075,Viracopos International Airport
13076,Viracopos International Airport
13077,Viracopos International Airport
13078,Viracopos International Airport
13079,Viru Viru International Airport
13080,Zumbi dos Palmares Airport
13081,Zumbi dos Palmares Airport
13082,Zumbi dos Palmares Airport
13083,Zumbi dos Palmares Airport
13084,Abel Santamaria Airport
13085,Abel Santamaria Airport
13086,Abel Santamaria Airport
13087,Abu Dhabi International Airport
13088,Addis Ababa Bole International Airport
13089,Amsterdam Airport Schiphol
13090,Bahrain International Airport
13091,Baie Comeau Airport
13092,Baie Comeau Airport
13093,Baltimore/Washington International Thurgood Marshall Airport
13094,Barcelona International Airport
13095,Bathurst Airport
13096,Beijing Capital International Airport
13097,Beijing Capital International Airport
13098,Ben Gurion International Airport
13099,Ben Gurion International Airport
13100,Billy Bishop Toronto City Centre Airport
13101,Bradley International Airport
13102,Bradley International Airport
13103,Brussels Airport
13104,Brussels Airport
13105,Brussels Airport
13106,Brussels Airport
13107,Brussels Airport
13108,Brussels Airport
13109,Brussels Airport
13110,Brussels Airport
13111,Brussels Airport
13112,Bujumbura International Airport
13113,CFB Bagotville
13114,Cadjehoun Airport
13115,Calgary International Airport
13116,Calgary International Airport
13117,Calgary International Airport
13118,Calgary International Airport
13119,Calgary International Airport
13120,Calgary International Airport
13121,Calgary International Airport
13122,Calgary International Airport
13123,Calgary International Airport
13124,Calgary International Airport
13125,Calgary International Airport
13126,Calgary International Airport
13127,Calgary International Airport
13128,Calgary International Airport
13129,Calgary International Airport
13130,Calgary International Airport
13131,Calgary International Airport
13132,Calgary International Airport
13133,Calgary International Airport
13134,Calgary International Airport
13135,Calgary International Airport
13136,Calgary International Airport
13137,Calgary International Airport
13138,Calgary International Airport
13139,Calgary International Airport
13140,Calgary International Airport
13141,Calgary International Airport
13142,Calgary International Airport
13143,Calgary International Airport
13144,Calgary International Airport
13145,Calgary International Airport
13146,Campbell River Airport
13147,Cancun International Airport
13148,Cancun International Airport
13149,Cancun International Airport
13150,Castlegar/West Kootenay Regional Airport
13151,Castlegar/West Kootenay Regional Airport
13152,Charles de Gaulle International Airport
13153,Charles de Gaulle International Airport
13154,Charlottetown Airport
13155,Charlottetown Airport
13156,Chicago O'Hare International Airport
13157,Chicago O'Hare International Airport
13158,Chicago O'Hare International Airport
13159,Chicago O'Hare International Airport
13160,Chicago O'Hare International Airport
13161,Chicago O'Hare International Airport
13162,Chicago O'Hare International Airport
13163,Chris Hadfield Airport
13164,Cleveland Hopkins International Airport
13165,Comodoro Arturo Merino Benitez International Airport
13166,Comodoro Arturo Merino Benitez International Airport
13167,Comox Airport
13168,Conakry International Airport
13169,Copenhagen Kastrup Airport
13170,Copenhagen Kastrup Airport
13171,Copenhagen Kastrup Airport
13172,Cozumel International Airport
13173,Cranbrook/Canadian Rockies International Airport
13174,Cranbrook/Canadian Rockies International Airport
13175,Dallas Fort Worth International Airport
13176,Daniel K Inouye International Airport
13177,Daniel Oduber Quiros International Airport
13178,Deer Lake Airport
13179,Deer Lake Airport
13180,Deer Lake Airport
13181,Deer Lake Airport
13182,Denver International Airport
13183,Denver International Airport
13184,Denver International Airport
13185,Denver International Airport
13186,Denver International Airport
13187,Denver International Airport
13188,Denver International Airport
13189,Denver International Airport
13190,Detroit Metropolitan Wayne County Airport
13191,Douala International Airport
13192,Douala International Airport
13193,Dublin Airport
13194,Edmonton International Airport
13195,Edmonton International Airport
13196,Edmonton International Airport
13197,Edmonton International Airport
13198,Edmonton International Airport
13199,Edmonton International Airport
13200,Edmonton International Airport
13201,Edmonton International Airport
13202,Edmonton International Airport
13203,Edmonton International Airport
13204,Edmonton International Airport
13205,Edmonton International Airport
13206,Edmonton International Airport
13207,Edmonton International Airport
13208,Edmonton International Airport
13209,El Dorado International Airport
13210,Entebbe International Airport
13211,Exuma International Airport
13212,Fort Lauderdale Hollywood International Airport
13213,Fort Lauderdale Hollywood International Airport
13214,Fort McMurray Airport
13215,Fort McMurray Airport
13216,Fort McMurray Airport
13217,Fort McMurray Airport
13218,Fort St John Airport
13219,Frank Pais International Airport
13220,Frank Pais International Airport
13221,Frankfurt am Main Airport
13222,Frankfurt am Main Airport
13223,Frankfurt am Main Airport
13224,Frankfurt am Main Airport
13225,Frankfurt am Main Airport
13226,Frankfurt am Main Airport
13227,Frankfurt am Main Airport
13228,Frankfurt am Main Airport
13229,Frankfurt am Main Airport
13230,Frankfurt am Main Airport
13231,Frankfurt am Main Airport
13232,Fredericton Airport
13233,Fredericton Airport
13234,Fredericton Airport
13235,Fredericton Airport
13236,Gander International Airport
13237,Gander International Airport
13238,Gaspe (Michel-Pouliot) Airport
13239,Gaspe (Michel-Pouliot) Airport
13240,General Edward Lawrence Logan International Airport
13241,General Edward Lawrence Logan International Airport
13242,General Edward Lawrence Logan International Airport
13243,Geneva Cointrin International Airport
13244,George Bush Intercontinental Houston Airport
13245,George Bush Intercontinental Houston Airport
13246,George Bush Intercontinental Houston Airport
13247,George Bush Intercontinental Houston Airport
13248,Goose Bay Airport
13249,Goose Bay Airport
13250,Goose Bay Airport
13251,Grande Prairie Airport
13252,Grande Prairie Airport
13253,Greater Moncton International Airport
13254,Greater Moncton International Airport
13255,Greater Moncton International Airport
13256,Greater Rochester International Airport
13257,Gregorio Luperon International Airport
13258,Gregorio Luperon International Airport
13259,Guarulhos - Governador Andre Franco Montoro International Airport
13260,Halifax / Stanfield International Airport
13261,Halifax / Stanfield International Airport
13262,Halifax / Stanfield International Airport
13263,Halifax / Stanfield International Airport
13264,Halifax / Stanfield International Airport
13265,Halifax / Stanfield International Airport
13266,Halifax / Stanfield International Airport
13267,Halifax / Stanfield International Airport
13268,Halifax / Stanfield International Airport
13269,Halifax / Stanfield International Airport
13270,Halifax / Stanfield International Airport
13271,Hamad International Airport
13272,Hamad International Airport
13273,Harrisburg International Airport
13274,Hartsfield Jackson Atlanta International Airport
13275,Hewanorra International Airport
13276,Hong Kong International Airport
13277,Hong Kong International Airport
13278,Iles-de-la-Madeleine Airport
13279,Incheon International Airport
13280,Incheon International Airport
13281,Indira Gandhi International Airport
13282,Istanbul Airport
13283,Jardines Del Rey Airport
13284,John Glenn Columbus International Airport
13285,Jomo Kenyatta International Airport
13286,Jorge Chavez International Airport
13287,Jose Marti International Airport
13288,Juan Gualberto Gomez International Airport
13289,Juan Gualberto Gomez International Airport
13290,Juan Gualberto Gomez International Airport
13291,Juan Santamaria International Airport
13292,Kahului Airport
13293,Kamloops Airport
13294,Kamloops Airport
13295,Kelowna International Airport
13296,Kelowna International Airport
13297,Kelowna International Airport
13298,Kigali International Airport
13299,Kigali International Airport
13300,King Abdulaziz International Airport
13301,King Abdulaziz International Airport
13302,King Abdulaziz International Airport
13303,Kingston Norman Rogers Airport
13304,L.F. Wade International International Airport
13305,La Guardia Airport
13306,La Guardia Airport
13307,Larnaca International Airport
13308,Leonardo da Vinci Fiumicino Airport
13309,Leopold Sedar Senghor International Airport
13310,Leopold Sedar Senghor International Airport
13311,Lester B. Pearson International Airport
13312,Lester B. Pearson International Airport
13313,Lester B. Pearson International Airport
13314,Lester B. Pearson International Airport
13315,Lester B. Pearson International Airport
13316,Lester B. Pearson International Airport
13317,Lester B. Pearson International Airport
13318,Lester B. Pearson International Airport
13319,Lester B. Pearson International Airport
13320,Lester B. Pearson International Airport
13321,Lester B. Pearson International Airport
13322,Lester B. Pearson International Airport
13323,Lester B. Pearson International Airport
13324,Lester B. Pearson International Airport
13325,Lester B. Pearson International Airport
13326,Lester B. Pearson International Airport
13327,Lester B. Pearson International Airport
13328,Lester B. Pearson International Airport
13329,Lester B. Pearson International Airport
13330,Lester B. Pearson International Airport
13331,Lester B. Pearson International Airport
13332,Lester B. Pearson International Airport
13333,Lester B. Pearson International Airport
13334,Lester B. Pearson International Airport
13335,Lester B. Pearson International Airport
13336,Lester B. Pearson International Airport
13337,Lester B. Pearson International Airport
13338,Lester B. Pearson International Airport
13339,Lester B. Pearson International Airport
13340,Lester B. Pearson International Airport
13341,Lester B. Pearson International Airport
13342,Lester B. Pearson International Airport
13343,Lester B. Pearson International Airport
13344,Lester B. Pearson International Airport
13345,Lester B. Pearson International Airport
13346,Lester B. Pearson International Airport
13347,Lester B. Pearson International Airport
13348,Lester B. Pearson International Airport
13349,Lester B. Pearson International Airport
13350,Lester B. Pearson International Airport
13351,Lester B. Pearson International Airport
13352,Lester B. Pearson International Airport
13353,Lester B. Pearson International Airport
13354,Lester B. Pearson International Airport
13355,Lester B. Pearson International Airport
13356,Lester B. Pearson International Airport
13357,Lester B. Pearson International Airport
13358,Lester B. Pearson International Airport
13359,Lester B. Pearson International Airport
13360,Lester B. Pearson International Airport
13361,Lester B. Pearson International Airport
13362,Lester B. Pearson International Airport
13363,Lester B. Pearson International Airport
13364,Lester B. Pearson International Airport
13365,Lester B. Pearson International Airport
13366,Lester B. Pearson International Airport
13367,Lester B. Pearson International Airport
13368,Lester B. Pearson International Airport
13369,Lester B. Pearson International Airport
13370,Lester B. Pearson International Airport
13371,Lester B. Pearson International Airport
13372,Lester B. Pearson International Airport
13373,Lester B. Pearson International Airport
13374,Lester B. Pearson International Airport
13375,Lester B. Pearson International Airport
13376,Lester B. Pearson International Airport
13377,Lester B. Pearson International Airport
13378,Lester B. Pearson International Airport
13379,Lester B. Pearson International Airport
13380,Lester B. Pearson International Airport
13381,Lester B. Pearson International Airport
13382,Lester B. Pearson International Airport
13383,Lester B. Pearson International Airport
13384,Lester B. Pearson International Airport
13385,Lester B. Pearson International Airport
13386,Lester B. Pearson International Airport
13387,Lester B. Pearson International Airport
13388,Lester B. Pearson International Airport
13389,Lester B. Pearson International Airport
13390,Lester B. Pearson International Airport
13391,Lester B. Pearson International Airport
13392,Lester B. Pearson International Airport
13393,Lester B. Pearson International Airport
13394,Lester B. Pearson International Airport
13395,Lester B. Pearson International Airport
13396,Lester B. Pearson International Airport
13397,Lester B. Pearson International Airport
13398,Lester B. Pearson International Airport
13399,Lester B. Pearson International Airport
13400,Lester B. Pearson International Airport
13401,Lester B. Pearson International Airport
13402,Lester B. Pearson International Airport
13403,Lester B. Pearson International Airport
13404,Lester B. Pearson International Airport
13405,Lester B. Pearson International Airport
13406,Lester B. Pearson International Airport
13407,Lester B. Pearson International Airport
13408,Lester B. Pearson International Airport
13409,Lester B. Pearson International Airport
13410,Lester B. Pearson International Airport
13411,Lester B. Pearson International Airport
13412,Lethbridge County Airport
13413,Licenciado Benito Juarez International Airport
13414,Licenciado Benito Juarez International Airport
13415,Licenciado Gustavo Diaz Ordaz International Airport
13416,Licenciado Gustavo Diaz Ordaz International Airport
13417,London Airport
13418,London Airport
13419,London Heathrow Airport
13420,London Heathrow Airport
13421,London Heathrow Airport
13422,London Heathrow Airport
13423,London Heathrow Airport
13424,London Heathrow Airport
13425,London Heathrow Airport
13426,London Heathrow Airport
13427,Los Angeles International Airport
13428,Los Angeles International Airport
13429,Los Angeles International Airport
13430,Los Angeles International Airport
13431,Los Angeles International Airport
13432,Los Cabos International Airport
13433,Louis Armstrong New Orleans International Airport
13434,Louis Armstrong New Orleans International Airport
13435,Louis Armstrong New Orleans International Airport
13436,Louis Armstrong New Orleans International Airport
13437,Louis Armstrong New Orleans International Airport
13438,Lynden Pindling International Airport
13439,Martinique Aime Cesaire International Airport
13440,McCarran International Airport
13441,McCarran International Airport
13442,McCarran International Airport
13443,McCarran International Airport
13444,Medicine Hat Airport
13445,Miami International Airport
13446,Miami International Airport
13447,Ministro Pistarini International Airport
13448,Mont Joli Airport
13449,Mont Joli Airport
13450,Montreal / Pierre Elliott Trudeau International Airport
13451,Montreal / Pierre Elliott Trudeau International Airport
13452,Montreal / Pierre Elliott Trudeau International Airport
13453,Montreal / Pierre Elliott Trudeau International Airport
13454,Montreal / Pierre Elliott Trudeau International Airport
13455,Montreal / Pierre Elliott Trudeau International Airport
13456,Montreal / Pierre Elliott Trudeau International Airport
13457,Montreal / Pierre Elliott Trudeau International Airport
13458,Montreal / Pierre Elliott Trudeau International Airport
13459,Montreal / Pierre Elliott Trudeau International Airport
13460,Montreal / Pierre Elliott Trudeau International Airport
13461,Montreal / Pierre Elliott Trudeau International Airport
13462,Montreal / Pierre Elliott Trudeau International Airport
13463,Montreal / Pierre Elliott Trudeau International Airport
13464,Montreal / Pierre Elliott Trudeau International Airport
13465,Montreal / Pierre Elliott Trudeau International Airport
13466,Montreal / Pierre Elliott Trudeau International Airport
13467,Montreal / Pierre Elliott Trudeau International Airport
13468,Montreal / Pierre Elliott Trudeau International Airport
13469,Montreal / Pierre Elliott Trudeau International Airport
13470,Montreal / Pierre Elliott Trudeau International Airport
13471,Montreal / Pierre Elliott Trudeau International Airport
13472,Montreal / Pierre Elliott Trudeau International Airport
13473,Montreal / Pierre Elliott Trudeau International Airport
13474,Montreal / Pierre Elliott Trudeau International Airport
13475,Montreal / Pierre Elliott Trudeau International Airport
13476,Montreal / Pierre Elliott Trudeau International Airport
13477,Montreal / Pierre Elliott Trudeau International Airport
13478,Montreal / Pierre Elliott Trudeau International Airport
13479,Montreal / Pierre Elliott Trudeau International Airport
13480,Montreal / Pierre Elliott Trudeau International Airport
13481,Montreal / Pierre Elliott Trudeau International Airport
13482,Montreal / Pierre Elliott Trudeau International Airport
13483,Montreal / Pierre Elliott Trudeau International Airport
13484,Montreal / Pierre Elliott Trudeau International Airport
13485,Montreal / Pierre Elliott Trudeau International Airport
13486,Montreal / Pierre Elliott Trudeau International Airport
13487,Montreal / Pierre Elliott Trudeau International Airport
13488,Montreal / Pierre Elliott Trudeau International Airport
13489,Montreal / Pierre Elliott Trudeau International Airport
13490,Montreal / Pierre Elliott Trudeau International Airport
13491,Montreal / Pierre Elliott Trudeau International Airport
13492,Montreal / Pierre Elliott Trudeau International Airport
13493,Montreal / Pierre Elliott Trudeau International Airport
13494,Montreal / Pierre Elliott Trudeau International Airport
13495,Montreal / Pierre Elliott Trudeau International Airport
13496,Montreal / Pierre Elliott Trudeau International Airport
13497,Montreal / Pierre Elliott Trudeau International Airport
13498,Montreal / Pierre Elliott Trudeau International Airport
13499,Montreal / Pierre Elliott Trudeau International Airport
13500,Montreal / Pierre Elliott Trudeau International Airport
13501,Montreal / Pierre Elliott Trudeau International Airport
13502,Munich Airport
13503,Munich Airport
13504,Munich Airport
13505,Munich Airport
13506,Nanaimo Airport
13507,Naples International Airport
13508,Narita International Airport
13509,Narita International Airport
13510,Narita International Airport
13511,Narita International Airport
13512,Ndjili International Airport
13513,Ndjili International Airport
13514,Newark Liberty International Airport
13515,Newark Liberty International Airport
13516,Newark Liberty International Airport
13517,Newark Liberty International Airport
13518,Newark Liberty International Airport
13519,Norman Manley International Airport
13520,North Bay Jack Garland Airport
13521,Northwest Regional Airport Terrace-Kitimat
13522,Orlando International Airport
13523,Orlando International Airport
13524,Ottawa Macdonald-Cartier International Airport
13525,Ottawa Macdonald-Cartier International Airport
13526,Ottawa Macdonald-Cartier International Airport
13527,Ottawa Macdonald-Cartier International Airport
13528,Ottawa Macdonald-Cartier International Airport
13529,Ottawa Macdonald-Cartier International Airport
13530,Ottawa Macdonald-Cartier International Airport
13531,Ottawa Macdonald-Cartier International Airport
13532,Ottawa Macdonald-Cartier International Airport
13533,Ottawa Macdonald-Cartier International Airport
13534,Ottawa Macdonald-Cartier International Airport
13535,Ottawa Macdonald-Cartier International Airport
13536,Ottawa Macdonald-Cartier International Airport
13537,Ouagadougou Airport
13538,Ouagadougou Airport
13539,Owen Roberts International Airport
13540,Penticton Airport
13541,Philadelphia International Airport
13542,Phoenix Sky Harbor International Airport
13543,Pittsburgh International Airport
13544,Point Salines International Airport
13545,Pointe-a-Pitre Le Raizet
13546,Port Bouet Airport
13547,Portland International Airport
13548,Prince George Airport
13549,Prince Rupert Airport
13550,Providenciales Airport
13551,Providenciales Airport
13552,Punta Cana International Airport
13553,Punta Cana International Airport
13554,Quatro de Fevereiro Airport
13555,Quebec Jean Lesage International Airport
13556,Quebec Jean Lesage International Airport
13557,Quebec Jean Lesage International Airport
13558,Quebec Jean Lesage International Airport
13559,Quebec Jean Lesage International Airport
13560,Queen Beatrix International Airport
13561,Quesnel Airport
13562,Quesnel Airport
13563,Red Deer Regional Airport
13564,Regina International Airport
13565,Regina International Airport
13566,Regina International Airport
13567,Ronald Reagan Washington National Airport
13568,Rouyn Noranda Airport
13569,Rouyn Noranda Airport
13570,Saint John Airport
13571,Saint John Airport
13572,Saint John Airport
13573,Samana El Catey International Airport
13574,Samana El Catey International Airport
13575,San Diego International Airport
13576,San Francisco International Airport
13577,San Francisco International Airport
13578,San Francisco International Airport
13579,San Francisco International Airport
13580,San Francisco International Airport
13581,San Salvador Airport
13582,Sandspit Airport
13583,Sangster International Airport
13584,Sangster International Airport
13585,Sangster International Airport
13586,Saskatoon John G. Diefenbaker International Airport
13587,Saskatoon John G. Diefenbaker International Airport
13588,Saskatoon John G. Diefenbaker International Airport
13589,Sault Ste Marie Airport
13590,Seattle Tacoma International Airport
13591,Seattle Tacoma International Airport
13592,Sept-Iles Airport
13593,Sept-Iles Airport
13594,Sept-Iles Airport
13595,Shanghai Pudong International Airport
13596,Shanghai Pudong International Airport
13597,Sir Grantley Adams International Airport
13598,Smithers Airport
13599,Southwest Florida International Airport
13600,St. John's International Airport
13601,St. John's International Airport
13602,St. John's International Airport
13603,St. John's International Airport
13604,St. John's International Airport
13605,St. John's International Airport
13606,Sudbury Airport
13607,Suvarnabhumi Airport
13608,Suvarnabhumi Airport
13609,Sydney / J.A. Douglas McCurdy Airport
13610,Sydney Kingsford Smith International Airport
13611,Syracuse Hancock International Airport
13612,Tampa International Airport
13613,Thunder Bay Airport
13614,Timmins/Victor M. Power
13615,Tokyo Haneda International Airport
13616,Toussaint Louverture International Airport
13617,V.C. Bird International Airport
13618,Val-d'Or Airport
13619,Val-d'Or Airport
13620,Valencia Airport
13621,Vancouver International Airport
13622,Vancouver International Airport
13623,Vancouver International Airport
13624,Vancouver International Airport
13625,Vancouver International Airport
13626,Vancouver International Airport
13627,Vancouver International Airport
13628,Vancouver International Airport
13629,Vancouver International Airport
13630,Vancouver International Airport
13631,Vancouver International Airport
13632,Vancouver International Airport
13633,Vancouver International Airport
13634,Vancouver International Airport
13635,Vancouver International Airport
13636,Vancouver International Airport
13637,Vancouver International Airport
13638,Vancouver International Airport
13639,Vancouver International Airport
13640,Vancouver International Airport
13641,Vancouver International Airport
13642,Vancouver International Airport
13643,Vancouver International Airport
13644,Vancouver International Airport
13645,Vancouver International Airport
13646,Vancouver International Airport
13647,Vancouver International Airport
13648,Vancouver International Airport
13649,Vancouver International Airport
13650,Vancouver International Airport
13651,Vancouver International Airport
13652,Vancouver International Airport
13653,Vancouver International Airport
13654,Vancouver International Airport
13655,Vancouver International Airport
13656,Vancouver International Airport
13657,Vancouver International Airport
13658,Vancouver International Airport
13659,Vancouver International Airport
13660,Vancouver International Airport
13661,Vancouver International Airport
13662,Vancouver International Airport
13663,Vancouver International Airport
13664,Vancouver International Airport
13665,Vancouver International Airport
13666,Victoria International Airport
13667,Victoria International Airport
13668,Victoria International Airport
13669,Vienna International Airport
13670,Vilnius International Airport
13671,Wabush Airport
13672,Wabush Airport
13673,Warsaw Chopin Airport
13674,Washington Dulles International Airport
13675,Washington Dulles International Airport
13676,Whitehorse / Erik Nielsen International Airport
13677,Williams Lake Airport
13678,Williams Lake Airport
13679,Windsor Airport
13680,Winnipeg / James Armstrong Richardson International Airport
13681,Winnipeg / James Armstrong Richardson International Airport
13682,Zurich Airport
13683,Zurich Airport
13684,Amsterdam Airport Schiphol
13685,Amsterdam Airport Schiphol
13686,Amsterdam Airport Schiphol
13687,Berlin-Tegel Airport
13688,Berlin-Tegel Airport
13689,Berlin-Tegel Airport
13690,Bologna Guglielmo Marconi Airport
13691,Bologna Guglielmo Marconi Airport
13692,Catania-Fontanarossa Airport
13693,Catania-Fontanarossa Airport
13694,Catania-Fontanarossa Airport
13695,Catania-Fontanarossa Airport
13696,Catania-Fontanarossa Airport
13697,Catania-Fontanarossa Airport
13698,Catania-Fontanarossa Airport
13699,Catania-Fontanarossa Airport
13700,Catania-Fontanarossa Airport
13701,Catania-Fontanarossa Airport
13702,Catania-Fontanarossa Airport
13703,Catania-Fontanarossa Airport
13704,Catania-Fontanarossa Airport
13705,Catania-Fontanarossa Airport
13706,Catania-Fontanarossa Airport
13707,Catania-Fontanarossa Airport
13708,Charles de Gaulle International Airport
13709,Charles de Gaulle International Airport
13710,Charles de Gaulle International Airport
13711,Copenhagen Kastrup Airport
13712,Dusseldorf Airport
13713,Eleftherios Venizelos International Airport
13714,Falcone Borsellino Airport
13715,Falcone Borsellino Airport
13716,Falcone Borsellino Airport
13717,Falcone Borsellino Airport
13718,Falcone Borsellino Airport
13719,Falcone Borsellino Airport
13720,Falcone Borsellino Airport
13721,Falcone Borsellino Airport
13722,Falcone Borsellino Airport
13723,Genoa Cristoforo Colombo Airport
13724,Lamezia Terme Airport
13725,Lamezia Terme Airport
13726,London Gatwick Airport
13727,London Gatwick Airport
13728,Lyon Saint-Exupery Airport
13729,Malpensa International Airport
13730,Malpensa International Airport
13731,Milano Linate Airport
13732,Milano Linate Airport
13733,Milano Linate Airport
13734,Milano Linate Airport
13735,Milano Linate Airport
13736,Milano Linate Airport
13737,Naples International Airport
13738,Pisa International Airport
13739,Pisa International Airport
13740,Pisa International Airport
13741,Pisa International Airport
13742,Pisa International Airport
13743,Pulkovo Airport
13744,Sheremetyevo International Airport
13745,Sheremetyevo International Airport
13746,Sheremetyevo International Airport
13747,Stuttgart Airport
13748,Tirana International Airport Mother Teresa
13749,Tirana International Airport Mother Teresa
13750,Tirana International Airport Mother Teresa
13751,Tirana International Airport Mother Teresa
13752,Tirana International Airport Mother Teresa
13753,Tirana International Airport Mother Teresa
13754,Turin Airport
13755,Turin Airport
13756,Turin Airport
13757,Vaclav Havel Airport Prague
13758,Vaclav Havel Airport Prague
13759,Venice Marco Polo Airport
13760,Venice Marco Polo Airport
13761,Venice Marco Polo Airport
13762,Venice Marco Polo Airport
13763,Venice Marco Polo Airport
13764,Venice Marco Polo Airport
13765,Venice Marco Polo Airport
13766,Venice Marco Polo Airport
13767,Verona Villafranca Airport
13768,Verona Villafranca Airport
13769,Verona Villafranca Airport
13770,Vienna International Airport
13771,Andres Sabella International Airport
13772,Andres Sabella International Airport
13773,Andres Sabella International Airport
13774,Andres Sabella International Airport
13775,Balmaceda Airport
13776,Balmaceda Airport
13777,Carriel Sur Airport
13778,Carriel Sur Airport
13779,Carriel Sur Airport
13780,Carriel Sur Airport
13781,Chacalluta Airport
13782,Chacalluta Airport
13783,Chacalluta Airport
13784,Comodoro Arturo Merino Benitez International Airport
13785,Comodoro Arturo Merino Benitez International Airport
13786,Comodoro Arturo Merino Benitez International Airport
13787,Comodoro Arturo Merino Benitez International Airport
13788,Comodoro Arturo Merino Benitez International Airport
13789,Comodoro Arturo Merino Benitez International Airport
13790,Comodoro Arturo Merino Benitez International Airport
13791,Comodoro Arturo Merino Benitez International Airport
13792,Comodoro Arturo Merino Benitez International Airport
13793,Comodoro Arturo Merino Benitez International Airport
13794,Desierto de Atacama Airport
13795,Desierto de Atacama Airport
13796,Desierto de Atacama Airport
13797,Diego Aracena Airport
13798,Diego Aracena Airport
