route_id,dep_airport,arr_airport,airline_name
13253,Greater Moncton International Airport,Halifax / Stanfield International Airport,Sahel Aviation Service
13254,Greater Moncton International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13255,Greater Moncton International Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13256,Greater Rochester International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13257,Gregorio Luperon International Airport,Halifax / Stanfield International Airport,Sahel Aviation Service
13258,Gregorio Luperon International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13259,Guarulhos - Governador Andre Franco Montoro International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13260,Halifax / Stanfield International Airport,Charlottetown Airport,Sahel Aviation Service
13261,Halifax / Stanfield International Airport,Deer Lake Airport,Sahel Aviation Service
13262,Halifax / Stanfield International Airport,Fredericton Airport,Sahel Aviation Service
13263,Halifax / Stanfield International Airport,Greater Moncton International Airport,Sahel Aviation Service
13264,Halifax / Stanfield International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13265,Halifax / Stanfield International Airport,London Heathrow Airport,Sahel Aviation Service
13266,Halifax / Stanfield International Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13267,Halifax / Stanfield International Airport,Ottawa Macdonald-Cartier International Airport,Sahel Aviation Service
13268,Halifax / Stanfield International Airport,Saint John Airport,Sahel Aviation Service
13269,Halifax / Stanfield International Airport,St. John's International Airport,Sahel Aviation Service
13270,Halifax / Stanfield International Airport,Sydney / J.A. Douglas McCurdy Airport,Sahel Aviation Service
13271,Hamad International Airport,Bahrain International Airport,Sahel Aviation Service
13272,Hamad International Airport,Frankfurt am Main Airport,Sahel Aviation Service
13273,Harrisburg International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13274,Hartsfield Jackson Atlanta International Airport,Denver International Airport,Sahel Aviation Service
13275,Hewanorra International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13276,Hong Kong International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13277,Hong Kong International Airport,Vancouver International Airport,Sahel Aviation Service
13278,Iles-de-la-Madeleine Airport,Gaspe (Michel-Pouliot) Airport,Sahel Aviation Service
13279,Incheon International Airport,Suvarnabhumi Airport,Sahel Aviation Service
13280,Incheon International Airport,Vancouver International Airport,Sahel Aviation Service
13281,Indira Gandhi International Airport,Brussels Airport,Sahel Aviation Service
13282,Istanbul Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13283,Jardines Del Rey Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13284,John Glenn Columbus International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13285,Jomo Kenyatta International Airport,Brussels Airport,Sahel Aviation Service
13286,Jorge Chavez International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13287,Jose Marti International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13288,Juan Gualberto Gomez International Airport,Calgary International Airport,Sahel Aviation Service
13289,Juan Gualberto Gomez International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13290,Juan Gualberto Gomez International Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13291,Juan Santamaria International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13292,Kahului Airport,Vancouver International Airport,Sahel Aviation Service
13293,Kamloops Airport,Calgary International Airport,Sahel Aviation Service
13294,Kamloops Airport,Vancouver International Airport,Sahel Aviation Service
13295,Kelowna International Airport,Calgary International Airport,Sahel Aviation Service
13296,Kelowna International Airport,Los Angeles International Airport,Sahel Aviation Service
13297,Kelowna International Airport,Vancouver International Airport,Sahel Aviation Service
13298,Kigali International Airport,Entebbe International Airport,Sahel Aviation Service
13299,Kigali International Airport,Jomo Kenyatta International Airport,Sahel Aviation Service
13300,King Abdulaziz International Airport,Addis Ababa Bole International Airport,Sahel Aviation Service
13301,King Abdulaziz International Airport,Frankfurt am Main Airport,Sahel Aviation Service
13302,King Abdulaziz International Airport,Istanbul Airport,Sahel Aviation Service
13303,Kingston Norman Rogers Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13304,L.F. Wade International International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13305,La Guardia Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13306,La Guardia Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13307,Larnaca International Airport,Frankfurt am Main Airport,Sahel Aviation Service
13308,Leonardo da Vinci Fiumicino Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13309,Leopold Sedar Senghor International Airport,Brussels Airport,Sahel Aviation Service
13310,Leopold Sedar Senghor International Airport,Conakry International Airport,Sahel Aviation Service
13311,Lester B. Pearson International Airport,Abel Santamaria Airport,Sahel Aviation Service
13312,Lester B. Pearson International Airport,Abu Dhabi International Airport,Sahel Aviation Service
13313,Lester B. Pearson International Airport,Baltimore/Washington International Thurgood Marshall Airport,Sahel Aviation Service
13314,Lester B. Pearson International Airport,Barcelona International Airport,Sahel Aviation Service
13315,Lester B. Pearson International Airport,Beijing Capital International Airport,Sahel Aviation Service
13316,Lester B. Pearson International Airport,Ben Gurion International Airport,Sahel Aviation Service
13317,Lester B. Pearson International Airport,Bradley International Airport,Sahel Aviation Service
13318,Lester B. Pearson International Airport,Calgary International Airport,Sahel Aviation Service
13319,Lester B. Pearson International Airport,Cancun International Airport,Sahel Aviation Service
13320,Lester B. Pearson International Airport,Charles de Gaulle International Airport,Sahel Aviation Service
13321,Lester B. Pearson International Airport,Chicago O'Hare International Airport,Sahel Aviation Service
13322,Lester B. Pearson International Airport,Chris Hadfield Airport,Sahel Aviation Service
13323,Lester B. Pearson International Airport,Cleveland Hopkins International Airport,Sahel Aviation Service
13324,Lester B. Pearson International Airport,Comodoro Arturo Merino Benitez International Airport,Sahel Aviation Service
13325,Lester B. Pearson International Airport,Copenhagen Kastrup Airport,Sahel Aviation Service
13326,Lester B. Pearson International Airport,Dallas Fort Worth International Airport,Sahel Aviation Service
13327,Lester B. Pearson International Airport,Daniel Oduber Quiros International Airport,Sahel Aviation Service
13328,Lester B. Pearson International Airport,Deer Lake Airport,Sahel Aviation Service
13329,Lester B. Pearson International Airport,Denver International Airport,Sahel Aviation Service
13330,Lester B. Pearson International Airport,Detroit Metropolitan Wayne County Airport,Sahel Aviation Service
13331,Lester B. Pearson International Airport,Dublin Airport,Sahel Aviation Service
13332,Lester B. Pearson International Airport,Edmonton International Airport,Sahel Aviation Service
13333,Lester B. Pearson International Airport,El Dorado International Airport,Sahel Aviation Service
13334,Lester B. Pearson International Airport,Exuma International Airport,Sahel Aviation Service
13335,Lester B. Pearson International Airport,Fort Lauderdale Hollywood International Airport,Sahel Aviation Service
13336,Lester B. Pearson International Airport,Fort McMurray Airport,Sahel Aviation Service
13337,Lester B. Pearson International Airport,Frank Pais International Airport,Sahel Aviation Service
13338,Lester B. Pearson International Airport,Frankfurt am Main Airport,Sahel Aviation Service
13339,Lester B. Pearson International Airport,Fredericton Airport,Sahel Aviation Service
13340,Lester B. Pearson International Airport,General Edward Lawrence Logan International Airport,Sahel Aviation Service
13341,Lester B. Pearson International Airport,Greater Moncton International Airport,Sahel Aviation Service
13342,Lester B. Pearson International Airport,Greater Rochester International Airport,Sahel Aviation Service
13343,Lester B. Pearson International Airport,Gregorio Luperon International Airport,Sahel Aviation Service
13344,Lester B. Pearson International Airport,Guarulhos - Governador Andre Franco Montoro International Airport,Sahel Aviation Service
13345,Lester B. Pearson International Airport,Halifax / Stanfield International Airport,Sahel Aviation Service
13346,Lester B. Pearson International Airport,Harrisburg International Airport,Sahel Aviation Service
13347,Lester B. Pearson International Airport,Hewanorra International Airport,Sahel Aviation Service
13348,Lester B. Pearson International Airport,Hong Kong International Airport,Sahel Aviation Service
13349,Lester B. Pearson International Airport,Istanbul Airport,Sahel Aviation Service
13350,Lester B. Pearson International Airport,Jardines Del Rey Airport,Sahel Aviation Service
13351,Lester B. Pearson International Airport,John Glenn Columbus International Airport,Sahel Aviation Service
13352,Lester B. Pearson International Airport,Jorge Chavez International Airport,Sahel Aviation Service
13353,Lester B. Pearson International Airport,Jose Marti International Airport,Sahel Aviation Service
13354,Lester B. Pearson International Airport,Juan Gualberto Gomez International Airport,Sahel Aviation Service
13355,Lester B. Pearson International Airport,Juan Santamaria International Airport,Sahel Aviation Service
13356,Lester B. Pearson International Airport,Kingston Norman Rogers Airport,Sahel Aviation Service
13357,Lester B. Pearson International Airport,L.F. Wade International International Airport,Sahel Aviation Service
13358,Lester B. Pearson International Airport,La Guardia Airport,Sahel Aviation Service
13359,Lester B. Pearson International Airport,Leonardo da Vinci Fiumicino Airport,Sahel Aviation Service
13360,Lester B. Pearson International Airport,Licenciado Benito Juarez International Airport,Sahel Aviation Service
13361,Lester B. Pearson International Airport,London Airport,Sahel Aviation Service
13362,Lester B. Pearson International Airport,London Heathrow Airport,Sahel Aviation Service
13363,Lester B. Pearson International Airport,Los Angeles International Airport,Sahel Aviation Service
13364,Lester B. Pearson International Airport,Lynden Pindling International Airport,Sahel Aviation Service
13365,Lester B. Pearson International Airport,McCarran International Airport,Sahel Aviation Service
13366,Lester B. Pearson International Airport,Miami International Airport,Sahel Aviation Service
13367,Lester B. Pearson International Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13368,Lester B. Pearson International Airport,Munich Airport,Sahel Aviation Service
13369,Lester B. Pearson International Airport,Narita International Airport,Sahel Aviation Service
13370,Lester B. Pearson International Airport,Newark Liberty International Airport,Sahel Aviation Service
13371,Lester B. Pearson International Airport,Norman Manley International Airport,Sahel Aviation Service
13372,Lester B. Pearson International Airport,North Bay Jack Garland Airport,Sahel Aviation Service
13373,Lester B. Pearson International Airport,Orlando International Airport,Sahel Aviation Service
13374,Lester B. Pearson International Airport,Ottawa Macdonald-Cartier International Airport,Sahel Aviation Service
13375,Lester B. Pearson International Airport,Owen Roberts International Airport,Sahel Aviation Service
13376,Lester B. Pearson International Airport,Philadelphia International Airport,Sahel Aviation Service
13377,Lester B. Pearson International Airport,Phoenix Sky Harbor International Airport,Sahel Aviation Service
13378,Lester B. Pearson International Airport,Pittsburgh International Airport,Sahel Aviation Service
13379,Lester B. Pearson International Airport,Point Salines International Airport,Sahel Aviation Service
13380,Lester B. Pearson International Airport,Providenciales Airport,Sahel Aviation Service
13381,Lester B. Pearson International Airport,Punta Cana International Airport,Sahel Aviation Service
13382,Lester B. Pearson International Airport,Quebec Jean Lesage International Airport,Sahel Aviation Service
13383,Lester B. Pearson International Airport,Queen Beatrix International Airport,Sahel Aviation Service
13384,Lester B. Pearson International Airport,Regina International Airport,Sahel Aviation Service
13385,Lester B. Pearson International Airport,Ronald Reagan Washington National Airport,Sahel Aviation Service
13386,Lester B. Pearson International Airport,Saint John Airport,Sahel Aviation Service
13387,Lester B. Pearson International Airport,Samana El Catey International Airport,Sahel Aviation Service
13388,Lester B. Pearson International Airport,San Diego International Airport,Sahel Aviation Service
13389,Lester B. Pearson International Airport,San Francisco International Airport,Sahel Aviation Service
13390,Lester B. Pearson International Airport,Sangster International Airport,Sahel Aviation Service
13391,Lester B. Pearson International Airport,Saskatoon John G. Diefenbaker International Airport,Sahel Aviation Service
13392,Lester B. Pearson International Airport,Sault Ste Marie Airport,Sahel Aviation Service
13393,Lester B. Pearson International Airport,Seattle Tacoma International Airport,Sahel Aviation Service
13394,Lester B. Pearson International Airport,Shanghai Pudong International Airport,Sahel Aviation Service
13395,Lester B. Pearson International Airport,Sir Grantley Adams International Airport,Sahel Aviation Service
13396,Lester B. Pearson International Airport,Southwest Florida International Airport,Sahel Aviation Service
13397,Lester B. Pearson International Airport,St. John's International Airport,Sahel Aviation Service
13398,Lester B. Pearson International Airport,Sudbury Airport,Sahel Aviation Service
13399,Lester B. Pearson International Airport,Syracuse Hancock International Airport,Sahel Aviation Service
13400,Lester B. Pearson International Airport,Tampa International Airport,Sahel Aviation Service
13401,Lester B. Pearson International Airport,Thunder Bay Airport,Sahel Aviation Service
13402,Lester B. Pearson International Airport,Timmins/Victor M. Power,Sahel Aviation Service
13403,Lester B. Pearson International Airport,V.C. Bird International Airport,Sahel Aviation Service
13404,Lester B. Pearson International Airport,Vancouver International Airport,Sahel Aviation Service
13405,Lester B. Pearson International Airport,Victoria International Airport,Sahel Aviation Service
13406,Lester B. Pearson International Airport,Vienna International Airport,Sahel Aviation Service
13407,Lester B. Pearson International Airport,Warsaw Chopin Airport,Sahel Aviation Service
13408,Lester B. Pearson International Airport,Washington Dulles International Airport,Sahel Aviation Service
13409,Lester B. Pearson International Airport,Windsor Airport,Sahel Aviation Service
13410,Lester B. Pearson International Airport,Winnipeg / James Armstrong Richardson International Airport,Sahel Aviation Service
13411,Lester B. Pearson International Airport,Zurich Airport,Sahel Aviation Service
13412,Lethbridge County Airport,Calgary International Airport,Sahel Aviation Service
13413,Licenciado Benito Juarez International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13414,Licenciado Benito Juarez International Airport,Vancouver International Airport,Sahel Aviation Service
13415,Licenciado Gustavo Diaz Ordaz International Airport,Calgary International Airport,Sahel Aviation Service
13416,Licenciado Gustavo Diaz Ordaz International Airport,Vancouver International Airport,Sahel Aviation Service
13417,London Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13418,London Airport,Ottawa Macdonald-Cartier International Airport,Sahel Aviation Service
13419,London Heathrow Airport,Calgary International Airport,Sahel Aviation Service
13420,London Heathrow Airport,Edmonton International Airport,Sahel Aviation Service
13421,London Heathrow Airport,Halifax / Stanfield International Airport,Sahel Aviation Service
13422,London Heathrow Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13423,London Heathrow Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13424,London Heathrow Airport,Ottawa Macdonald-Cartier International Airport,Sahel Aviation Service
13425,London Heathrow Airport,St. John's International Airport,Sahel Aviation Service
13426,London Heathrow Airport,Vancouver International Airport,Sahel Aviation Service
13427,Los Angeles International Airport,Calgary International Airport,Sahel Aviation Service
13428,Los Angeles International Airport,Kelowna International Airport,Sahel Aviation Service
13429,Los Angeles International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13430,Los Angeles International Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13431,Los Angeles International Airport,Vancouver International Airport,Sahel Aviation Service
13432,Los Cabos International Airport,Calgary International Airport,Sahel Aviation Service
13433,Louis Armstrong New Orleans International Airport,Chicago O'Hare International Airport,Sahel Aviation Service
13434,Louis Armstrong New Orleans International Airport,Denver International Airport,Sahel Aviation Service
13435,Louis Armstrong New Orleans International Airport,George Bush Intercontinental Houston Airport,Sahel Aviation Service
13436,Louis Armstrong New Orleans International Airport,Newark Liberty International Airport,Sahel Aviation Service
13437,Louis Armstrong New Orleans International Airport,Washington Dulles International Airport,Sahel Aviation Service
13438,Lynden Pindling International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13439,Martinique Aime Cesaire International Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13440,McCarran International Airport,Calgary International Airport,Sahel Aviation Service
13441,McCarran International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13442,McCarran International Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13443,McCarran International Airport,Vancouver International Airport,Sahel Aviation Service
13444,Medicine Hat Airport,Calgary International Airport,Sahel Aviation Service
13445,Miami International Airport,La Aurora Airport,Sahel Aviation Service
13446,Miami International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13447,Ministro Pistarini International Airport,Comodoro Arturo Merino Benitez International Airport,Sahel Aviation Service
13448,Mont Joli Airport,Baie Comeau Airport,Sahel Aviation Service
13449,Mont Joli Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13450,Montreal / Pierre Elliott Trudeau International Airport,Abel Santamaria Airport,Sahel Aviation Service
13451,Montreal / Pierre Elliott Trudeau International Airport,Baie Comeau Airport,Sahel Aviation Service
13452,Montreal / Pierre Elliott Trudeau International Airport,Bathurst Airport,Sahel Aviation Service
13453,Montreal / Pierre Elliott Trudeau International Airport,Billy Bishop Toronto City Centre Airport,Sahel Aviation Service
13454,Montreal / Pierre Elliott Trudeau International Airport,Bradley International Airport,Sahel Aviation Service
13455,Montreal / Pierre Elliott Trudeau International Airport,Brussels Airport,Sahel Aviation Service
13456,Montreal / Pierre Elliott Trudeau International Airport,CFB Bagotville,Sahel Aviation Service
13457,Montreal / Pierre Elliott Trudeau International Airport,Calgary International Airport,Sahel Aviation Service
13458,Montreal / Pierre Elliott Trudeau International Airport,Cancun International Airport,Sahel Aviation Service
13459,Montreal / Pierre Elliott Trudeau International Airport,Charles de Gaulle International Airport,Sahel Aviation Service
13460,Montreal / Pierre Elliott Trudeau International Airport,Charlottetown Airport,Sahel Aviation Service
13461,Montreal / Pierre Elliott Trudeau International Airport,Chicago O'Hare International Airport,Sahel Aviation Service
13462,Montreal / Pierre Elliott Trudeau International Airport,Cozumel International Airport,Sahel Aviation Service
13463,Montreal / Pierre Elliott Trudeau International Airport,Denver International Airport,Sahel Aviation Service
13464,Montreal / Pierre Elliott Trudeau International Airport,Edmonton International Airport,Sahel Aviation Service
13465,Montreal / Pierre Elliott Trudeau International Airport,Fort Lauderdale Hollywood International Airport,Sahel Aviation Service
13466,Montreal / Pierre Elliott Trudeau International Airport,Frank Pais International Airport,Sahel Aviation Service
13467,Montreal / Pierre Elliott Trudeau International Airport,Frankfurt am Main Airport,Sahel Aviation Service
13468,Montreal / Pierre Elliott Trudeau International Airport,Fredericton Airport,Sahel Aviation Service
13469,Montreal / Pierre Elliott Trudeau International Airport,General Edward Lawrence Logan International Airport,Sahel Aviation Service
13470,Montreal / Pierre Elliott Trudeau International Airport,Geneva Cointrin International Airport,Sahel Aviation Service
13471,Montreal / Pierre Elliott Trudeau International Airport,George Bush Intercontinental Houston Airport,Sahel Aviation Service
13472,Montreal / Pierre Elliott Trudeau International Airport,Greater Moncton International Airport,Sahel Aviation Service
13473,Montreal / Pierre Elliott Trudeau International Airport,Halifax / Stanfield International Airport,Sahel Aviation Service
13474,Montreal / Pierre Elliott Trudeau International Airport,Jardines Del Rey Airport,Sahel Aviation Service
13475,Montreal / Pierre Elliott Trudeau International Airport,Juan Gualberto Gomez International Airport,Sahel Aviation Service
13476,Montreal / Pierre Elliott Trudeau International Airport,La Guardia Airport,Sahel Aviation Service
13477,Montreal / Pierre Elliott Trudeau International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13478,Montreal / Pierre Elliott Trudeau International Airport,London Heathrow Airport,Sahel Aviation Service
13479,Montreal / Pierre Elliott Trudeau International Airport,Los Angeles International Airport,Sahel Aviation Service
13480,Montreal / Pierre Elliott Trudeau International Airport,Martinique Aime Cesaire International Airport,Sahel Aviation Service
13481,Montreal / Pierre Elliott Trudeau International Airport,McCarran International Airport,Sahel Aviation Service
13482,Montreal / Pierre Elliott Trudeau International Airport,Mont Joli Airport,Sahel Aviation Service
13483,Montreal / Pierre Elliott Trudeau International Airport,Munich Airport,Sahel Aviation Service
13484,Montreal / Pierre Elliott Trudeau International Airport,Orlando International Airport,Sahel Aviation Service
13485,Montreal / Pierre Elliott Trudeau International Airport,Ottawa Macdonald-Cartier International Airport,Sahel Aviation Service
13486,Montreal / Pierre Elliott Trudeau International Airport,Pointe-a-Pitre Le Raizet,Sahel Aviation Service
13487,Montreal / Pierre Elliott Trudeau International Airport,Punta Cana International Airport,Sahel Aviation Service
13488,Montreal / Pierre Elliott Trudeau International Airport,Quebec Jean Lesage International Airport,Sahel Aviation Service
13489,Montreal / Pierre Elliott Trudeau International Airport,Rouyn Noranda Airport,Sahel Aviation Service
13490,Montreal / Pierre Elliott Trudeau International Airport,Saint John Airport,Sahel Aviation Service
13491,Montreal / Pierre Elliott Trudeau International Airport,Samana El Catey International Airport,Sahel Aviation Service
13492,Montreal / Pierre Elliott Trudeau International Airport,San Francisco International Airport,Sahel Aviation Service
13493,Montreal / Pierre Elliott Trudeau International Airport,San Salvador Airport,Sahel Aviation Service
13494,Montreal / Pierre Elliott Trudeau International Airport,Sangster International Airport,Sahel Aviation Service
13495,Montreal / Pierre Elliott Trudeau International Airport,Sept-Iles Airport,Sahel Aviation Service
13496,Montreal / Pierre Elliott Trudeau International Airport,St. John's International Airport,Sahel Aviation Service
13497,Montreal / Pierre Elliott Trudeau International Airport,Toussaint Louverture International Airport,Sahel Aviation Service
13498,Montreal / Pierre Elliott Trudeau International Airport,Val-d'Or Airport,Sahel Aviation Service
13499,Montreal / Pierre Elliott Trudeau International Airport,Vancouver International Airport,Sahel Aviation Service
13500,Montreal / Pierre Elliott Trudeau International Airport,Washington Dulles International Airport,Sahel Aviation Service
13501,Montreal / Pierre Elliott Trudeau International Airport,Zurich Airport,Sahel Aviation Service
13502,Munich Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13503,Munich Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13504,Munich Airport,Sofia Airport,Sahel Aviation Service
13505,Munich Airport,Vancouver International Airport,Sahel Aviation Service
13506,Nanaimo Airport,Vancouver International Airport,Sahel Aviation Service
13507,Naples International Airport,Frankfurt am Main Airport,Sahel Aviation Service
13508,Narita International Airport,Calgary International Airport,Sahel Aviation Service
13509,Narita International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13510,Narita International Airport,Suvarnabhumi Airport,Sahel Aviation Service
13511,Narita International Airport,Vancouver International Airport,Sahel Aviation Service
13512,Ndjili International Airport,Brussels Airport,Sahel Aviation Service
13513,Ndjili International Airport,Douala International Airport,Sahel Aviation Service
13514,Newark Liberty International Airport,Calgary International Airport,Sahel Aviation Service
13515,Newark Liberty International Airport,Edmonton International Airport,Sahel Aviation Service
13516,Newark Liberty International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13517,Newark Liberty International Airport,Louis Armstrong New Orleans International Airport,Sahel Aviation Service
13518,Newark Liberty International Airport,Vancouver International Airport,Sahel Aviation Service
13519,Norman Manley International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13520,North Bay Jack Garland Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13521,Northwest Regional Airport Terrace-Kitimat,Vancouver International Airport,Sahel Aviation Service
13522,Orlando International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13523,Orlando International Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13524,Ottawa Macdonald-Cartier International Airport,Calgary International Airport,Sahel Aviation Service
13525,Ottawa Macdonald-Cartier International Airport,Chicago O'Hare International Airport,Sahel Aviation Service
13526,Ottawa Macdonald-Cartier International Airport,Edmonton International Airport,Sahel Aviation Service
13527,Ottawa Macdonald-Cartier International Airport,Frankfurt am Main Airport,Sahel Aviation Service
13528,Ottawa Macdonald-Cartier International Airport,Fredericton Airport,Sahel Aviation Service
13529,Ottawa Macdonald-Cartier International Airport,General Edward Lawrence Logan International Airport,Sahel Aviation Service
13530,Ottawa Macdonald-Cartier International Airport,Halifax / Stanfield International Airport,Sahel Aviation Service
13531,Ottawa Macdonald-Cartier International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13532,Ottawa Macdonald-Cartier International Airport,London Airport,Sahel Aviation Service
13533,Ottawa Macdonald-Cartier International Airport,London Heathrow Airport,Sahel Aviation Service
13534,Ottawa Macdonald-Cartier International Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13535,Ottawa Macdonald-Cartier International Airport,Quebec Jean Lesage International Airport,Sahel Aviation Service
13536,Ottawa Macdonald-Cartier International Airport,Vancouver International Airport,Sahel Aviation Service
13537,Ouagadougou Airport,Brussels Airport,Sahel Aviation Service
13538,Ouagadougou Airport,Port Bouet Airport,Sahel Aviation Service
13539,Owen Roberts International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13540,Penticton Airport,Vancouver International Airport,Sahel Aviation Service
13541,Philadelphia International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13542,Phoenix Sky Harbor International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13543,Pittsburgh International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13544,Point Salines International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13545,Pointe-a-Pitre Le Raizet,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13546,Port Bouet Airport,Ouagadougou Airport,Sahel Aviation Service
13547,Portland International Airport,Vancouver International Airport,Sahel Aviation Service
13548,Prince George Airport,Vancouver International Airport,Sahel Aviation Service
13549,Prince Rupert Airport,Vancouver International Airport,Sahel Aviation Service
13550,Providenciales Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13551,Providenciales Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13552,Punta Cana International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13553,Punta Cana International Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13554,Quatro de Fevereiro Airport,Ndjili International Airport,Sahel Aviation Service
13555,Quebec Jean Lesage International Airport,Gaspe (Michel-Pouliot) Airport,Sahel Aviation Service
13556,Quebec Jean Lesage International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13557,Quebec Jean Lesage International Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13558,Quebec Jean Lesage International Airport,Ottawa Macdonald-Cartier International Airport,Sahel Aviation Service
13559,Quebec Jean Lesage International Airport,Sept-Iles Airport,Sahel Aviation Service
13560,Queen Beatrix International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13561,Quesnel Airport,Vancouver International Airport,Sahel Aviation Service
13562,Quesnel Airport,Williams Lake Airport,Sahel Aviation Service
13563,Red Deer Regional Airport,Calgary International Airport,Sahel Aviation Service
13564,Regina International Airport,Calgary International Airport,Sahel Aviation Service
13565,Regina International Airport,Edmonton International Airport,Sahel Aviation Service
13566,Regina International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13567,Ronald Reagan Washington National Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13568,Rouyn Noranda Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13569,Rouyn Noranda Airport,Val-d'Or Airport,Sahel Aviation Service
13570,Saint John Airport,Halifax / Stanfield International Airport,Sahel Aviation Service
13571,Saint John Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13572,Saint John Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13573,Samana El Catey International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13574,Samana El Catey International Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13575,San Diego International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13576,San Francisco International Airport,Calgary International Airport,Sahel Aviation Service
13577,San Francisco International Airport,Edmonton International Airport,Sahel Aviation Service
13578,San Francisco International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13579,San Francisco International Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13580,San Francisco International Airport,Vancouver International Airport,Sahel Aviation Service
13581,San Salvador Airport,Providenciales Airport,Sahel Aviation Service
13582,Sandspit Airport,Vancouver International Airport,Sahel Aviation Service
13583,Sangster International Airport,Halifax / Stanfield International Airport,Sahel Aviation Service
13584,Sangster International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
13585,Sangster International Airport,Montreal / Pierre Elliott Trudeau International Airport,Sahel Aviation Service
13586,Saskatoon John G. Diefenbaker International Airport,Calgary International Airport,Sahel Aviation Service
13587,Saskatoon John G. Diefenbaker International Airport,Edmonton International Airport,Sahel Aviation Service
13588,Saskatoon John G. Diefenbaker International Airport,Lester B. Pearson International Airport,Sahel Aviation Service
