route_id,arr_airport
1512,Liuting Airport
1513,Longdongbao Airport
1514,Longjia Airport
1515,Mianyang Airport
1516,Nanchang Changbei International Airport
1517,Nanjing Lukou Airport
1518,Nanning Wuxu Airport
1519,Quanzhou Jinjiang International Airport
1520,Quzhou Airport
1521,Sanya Phoenix International Airport
1522,Shanghai Hongqiao International Airport
1523,Shanghai Pudong International Airport
1524,Singapore Changi Airport
1525,Sunan Shuofang International Airport
1526,Suvarnabhumi Airport
1527,Taiping Airport
1528,Taiwan Taoyuan International Airport
1529,Taiyuan Wusu Airport
1530,Taoxian Airport
1531,Tianjin Binhai International Airport
1532,Wenzhou Longwan International Airport
1533,Wuhan Tianhe International Airport
1534,Xi'an Xianyang International Airport
1535,Xiamen Gaoqi International Airport
1536,Xiangyang Liuji Airport
1537,Yangzhou Taizhou Airport
1538,Yaoqiang Airport
1539,Yibin Caiba Airport
1540,Yichang Sanxia Airport
1541,Yichun Mingyueshan Airport
1542,Yuncheng Guangong Airport
1543,Zhanjiang Airport
1544,Zhengzhou Xinzheng International Airport
1545,Zhoushuizi Airport
1546,Guangzhou Baiyun International Airport
1547,Taoxian Airport
1548,Shenzhen Bao'an International Airport
1549,Beijing Capital International Airport
1550,Changsha Huanghua International Airport
1551,Chengdu Shuangliu International Airport
1552,Chongqing Jiangbei International Airport
1553,Fuzhou Changle International Airport
1554,Guangzhou Baiyun International Airport
1555,Kansai International Airport
1556,Macau International Airport
1557,Sanya Phoenix International Airport
1558,Shenzhen Bao'an International Airport
1559,Taiwan Taoyuan International Airport
1560,Taoxian Airport
1561,Wuhan Tianhe International Airport
1562,Xi'an Xianyang International Airport
1563,Xiamen Gaoqi International Airport
1564,Zhoushuizi Airport
1565,Shenzhen Bao'an International Airport
1566,Beijing Capital International Airport
1567,Changzhou Benniu Airport
1568,Chengdu Shuangliu International Airport
1569,Guangzhou Baiyun International Airport
1570,Shenzhen Bao'an International Airport
1571,Taiyuan Wusu Airport
1572,Tianjin Binhai International Airport
1573,Xi'an Xianyang International Airport
1574,Yantai Laishan Airport
1575,Yaoqiang Airport
1576,Zhengzhou Xinzheng International Airport
1577,Zhoushuizi Airport
1578,Nanning Wuxu Airport
1579,Shenzhen Bao'an International Airport
1580,Sunan Shuofang International Airport
1581,Taoxian Airport
1582,Beijing Capital International Airport
1583,Chengdu Shuangliu International Airport
1584,Kunming Changshui International Airport
1585,Sanya Phoenix International Airport
1586,Shenzhen Bao'an International Airport
1587,Taiping Airport
1588,Taoxian Airport
1589,Zhoushuizi Airport
1590,Baita International Airport
1591,Beijing Capital International Airport
1592,Changzhou Benniu Airport
1593,Chengdu Shuangliu International Airport
1594,Guangzhou Baiyun International Airport
1595,Hangzhou Xiaoshan International Airport
1596,Nanjing Lukou Airport
1597,Shenzhen Bao'an International Airport
1598,Shubuling Airport
1599,Sunan Shuofang International Airport
1600,Taiwan Taoyuan International Airport
1601,Taiyuan Wusu Airport
1602,Wenzhou Longwan International Airport
1603,Wuhan Tianhe International Airport
1604,Xi'an Xianyang International Airport
1605,Zhengzhou Xinzheng International Airport
1606,Changsha Huanghua International Airport
1607,Chengdu Shuangliu International Airport
1608,Chongqing Jiangbei International Airport
1609,Guangzhou Baiyun International Airport
1610,Haikou Meilan International Airport
1611,Kunming Changshui International Airport
1612,Shanghai Hongqiao International Airport
1613,Shenzhen Bao'an International Airport
1614,Taiping Airport
1615,Xi'an Xianyang International Airport
1616,Xiamen Gaoqi International Airport
1617,Yuncheng Guangong Airport
1618,Zhoushuizi Airport
1619,Beijing Capital International Airport
1620,Beijing Capital International Airport
1621,Beijing Capital International Airport
1622,Beijing Capital International Airport
1623,Chengdu Shuangliu International Airport
1624,Chongqing Jiangbei International Airport
1625,Hotan Airport
1626,Kashgar Airport
1627,Xi'an Xianyang International Airport
1628,Yuncheng Guangong Airport
1629,Zhengzhou Xinzheng International Airport
1630,Guangzhou Baiyun International Airport
1631,Beijing Capital International Airport
1632,Chengdu Shuangliu International Airport
1633,Chongqing Jiangbei International Airport
1634,Guangzhou Baiyun International Airport
1635,Kunming Changshui International Airport
1636,Longdongbao Airport
1637,Sanya Phoenix International Airport
1638,Shanghai Pudong International Airport
1639,Shenzhen Bao'an International Airport
1640,Taoxian Airport
1641,Xi'an Xianyang International Airport
1642,Beijing Capital International Airport
1643,Baita International Airport
1644,Beijing Capital International Airport
1645,Chengdu Shuangliu International Airport
1646,Guangzhou Baiyun International Airport
1647,Kunming Changshui International Airport
1648,Longjia Airport
1649,Nanning Wuxu Airport
1650,Shenzhen Bao'an International Airport
1651,Sunan Shuofang International Airport
1652,Taoxian Airport
1653,Xiamen Gaoqi International Airport
1654,Xining Caojiabu Airport
1655,Yangzhou Taizhou Airport
1656,Yantai Laishan Airport
1657,Beijing Capital International Airport
1658,Changsha Huanghua International Airport
1659,Chengdu Shuangliu International Airport
1660,Chongqing Jiangbei International Airport
1661,Guangzhou Baiyun International Airport
1662,Guilin Liangjiang International Airport
1663,Hangzhou Xiaoshan International Airport
1664,Jingdezhen Airport
1665,Kunming Changshui International Airport
1666,Lanzhou Zhongchuan Airport
1667,Lijiang Airport
1668,Longdongbao Airport
1669,Nanjing Lukou Airport
1670,Nanning Wuxu Airport
1671,Shanghai Pudong International Airport
1672,Shenzhen Bao'an International Airport
1673,Sunan Shuofang International Airport
1674,Taiping Airport
1675,Taoxian Airport
1676,Tianjin Binhai International Airport
1677,Urumqi Diwopu International Airport
1678,Wenzhou Longwan International Airport
1679,Xining Caojiabu Airport
1680,Yangzhou Taizhou Airport
1681,Yantai Laishan Airport
1682,Zhoushuizi Airport
1683,Beijing Capital International Airport
1684,Chengdu Shuangliu International Airport
1685,Chongqing Jiangbei International Airport
1686,Guangzhou Baiyun International Airport
1687,Kunming Changshui International Airport
1688,Nanjing Lukou Airport
1689,Nanning Wuxu Airport
1690,Narita International Airport
1691,Shenzhen Bao'an International Airport
1692,Sunan Shuofang International Airport
1693,Tianjin Binhai International Airport
1694,Wuhan Tianhe International Airport
1695,Yangzhou Taizhou Airport
1696,Beijing Capital International Airport
1697,Shenzhen Bao'an International Airport
1698,Chengdu Shuangliu International Airport
1699,Beijing Capital International Airport
1700,Beijing Capital International Airport
1701,Chengdu Shuangliu International Airport
1702,Wuhan Tianhe International Airport
1703,Xi'an Xianyang International Airport
1704,Zhengzhou Xinzheng International Airport
1705,Kunming Changshui International Airport
1706,Lijiang Airport
1707,Beijing Capital International Airport
1708,Beijing Capital International Airport
1709,Chongqing Jiangbei International Airport
1710,Shenzhen Bao'an International Airport
1711,Wuhan Tianhe International Airport
1712,Xi'an Xianyang International Airport
1713,Xiamen Gaoqi International Airport
1714,Beijing Capital International Airport
1715,Beijing Capital International Airport
1716,Chengdu Shuangliu International Airport
1717,Longjia Airport
1718,Nanjing Lukou Airport
1719,Taiping Airport
1720,Wuhan Tianhe International Airport
1721,Xi'an Xianyang International Airport
1722,Chengdu Shuangliu International Airport
1723,Fuzhou Changle International Airport
1724,Guangzhou Baiyun International Airport
1725,Kunming Changshui International Airport
1726,Shenzhen Bao'an International Airport
1727,Taiping Airport
1728,Zhoushuizi Airport
1729,Beijing Capital International Airport
1730,Guangzhou Baiyun International Airport
1731,Shenzhen Bao'an International Airport
1732,Beijing Capital International Airport
1733,Shenzhen Bao'an International Airport
1734,Beijing Capital International Airport
1735,Shenzhen Bao'an International Airport
1736,Chengdu Shuangliu International Airport
1737,Beijing Capital International Airport
1738,Chengdu Shuangliu International Airport
1739,Chengdu Shuangliu International Airport
1740,Beijing Capital International Airport
1741,Chengdu Shuangliu International Airport
1742,Guangzhou Baiyun International Airport
1743,Hangzhou Xiaoshan International Airport
1744,Kunming Changshui International Airport
1745,Shenzhen Bao'an International Airport
1746,Tianjin Binhai International Airport
1747,Urumqi Diwopu International Airport
1748,Beijing Capital International Airport
1749,Chengdu Shuangliu International Airport
1750,Shenzhen Bao'an International Airport
1751,Beijing Capital International Airport
1752,Chengdu Shuangliu International Airport
1753,Chongqing Jiangbei International Airport
1754,Guangzhou Baiyun International Airport
1755,Haikou Meilan International Airport
1756,Hangzhou Xiaoshan International Airport
1757,Kunming Changshui International Airport
1758,Longdongbao Airport
1759,Nanning Wuxu Airport
1760,Shenzhen Bao'an International Airport
1761,Taiping Airport
1762,Taoxian Airport
1763,Urumqi Diwopu International Airport
1764,Xining Caojiabu Airport
1765,Zhoushuizi Airport
1766,Quanzhou Jinjiang International Airport
1767,Beijing Capital International Airport
1768,Hangzhou Xiaoshan International Airport
1769,Nanjing Lukou Airport
1770,Shanghai Pudong International Airport
1771,Shenzhen Bao'an International Airport
1772,Sunan Shuofang International Airport
1773,Taiping Airport
1774,Taiyuan Wusu Airport
1775,Tianjin Binhai International Airport
1776,Xi'an Xianyang International Airport
1777,Yaoqiang Airport
1778,Zhengzhou Xinzheng International Airport
1779,Beijing Capital International Airport
1780,Chengdu Shuangliu International Airport
1781,Chongqing Jiangbei International Airport
1782,Fuzhou Changle International Airport
1783,Huangyan Luqiao Airport
1784,Nanning Wuxu Airport
1785,Beijing Capital International Airport
1786,Vienna International Airport
1787,Vienna International Airport
1788,Vienna International Airport
1789,Vienna International Airport
1790,Vienna International Airport
1791,Vienna International Airport
1792,Vienna International Airport
1793,Klagenfurt Airport
1794,Vienna International Airport
1795,Vienna International Airport
1796,Vienna International Airport
1797,Vienna International Airport
1798,Vienna International Airport
1799,Vienna International Airport
1800,Vienna International Airport
1801,Vienna International Airport
1802,Vienna International Airport
1803,Vienna International Airport
1804,Vienna International Airport
1805,Vienna International Airport
1806,Salzburg Airport
1807,Vienna International Airport
1808,Vienna International Airport
1809,Vienna International Airport
1810,Vienna International Airport
1811,Vienna International Airport
1812,Vienna International Airport
1813,Vienna International Airport
1814,Vienna International Airport
1815,Graz Airport
1816,Linz Horsching Airport
1817,Vienna International Airport
1818,Vienna International Airport
1819,Vienna International Airport
1820,Vienna International Airport
1821,Vienna International Airport
1822,Graz Airport
1823,Innsbruck Airport
1824,Linz Horsching Airport
1825,Salzburg Airport
1826,Vienna International Airport
1827,Vienna International Airport
1828,Vienna International Airport
1829,Dusseldorf Airport
1830,Frankfurt am Main Airport
1831,Munich Airport
1832,Stuttgart Airport
1833,Vienna International Airport
1834,Klagenfurt Airport
1835,Vienna International Airport
1836,Vienna International Airport
1837,Vienna International Airport
1838,Vienna International Airport
1839,Vienna International Airport
1840,Vienna International Airport
1841,Vienna International Airport
1842,Vienna International Airport
1843,Vienna International Airport
1844,Vienna International Airport
1845,Frankfurt am Main Airport
1846,Vienna International Airport
1847,Vienna International Airport
1848,Vienna International Airport
1849,Vienna International Airport
1850,Berlin-Tegel Airport
1851,Hamburg Airport
1852,Vienna International Airport
1853,Vienna International Airport
1854,Vienna International Airport
1855,Vienna International Airport
1856,Vienna International Airport
1857,Vienna International Airport
1858,Vienna International Airport
1859,Vienna International Airport
1860,Vienna International Airport
1861,Dusseldorf Airport
1862,Frankfurt am Main Airport
1863,Vienna International Airport
1864,Vienna International Airport
1865,Vienna International Airport
1866,Vienna International Airport
1867,Vienna International Airport
1868,Vienna International Airport
1869,Vienna International Airport
1870,Vienna International Airport
1871,Vienna International Airport
1872,Vienna International Airport
1873,Graz Airport
1874,Vienna International Airport
1875,Vienna International Airport
1876,Vienna International Airport
1877,Vienna International Airport
1878,Vienna International Airport
1879,Vienna International Airport
1880,Vienna International Airport
1881,Vienna International Airport
1882,Vienna International Airport
1883,Vienna International Airport
1884,Vienna International Airport
1885,Vienna International Airport
1886,Vienna International Airport
1887,Vienna International Airport
1888,Vienna International Airport
1889,Cologne Bonn Airport
1890,Frankfurt am Main Airport
1891,Vienna International Airport
1892,Vienna International Airport
1893,Vienna International Airport
1894,Vienna International Airport
1895,Vienna International Airport
1896,Vienna International Airport
1897,Vienna International Airport
1898,Vienna International Airport
1899,Graz Airport
1900,Vienna International Airport
1901,Vienna International Airport
1902,Vienna International Airport
1903,Vienna International Airport
1904,Vienna International Airport
1905,Vienna International Airport
1906,Vienna International Airport
1907,Vienna International Airport
1908,Vienna International Airport
1909,Amsterdam Airport Schiphol
1910,Antalya International Airport
1911,Astana International Airport
1912,Barcelona International Airport
1913,Beijing Capital International Airport
1914,Belgrade Nikola Tesla Airport
1915,Ben Gurion International Airport
1916,Berlin-Tegel Airport
1917,Bologna Guglielmo Marconi Airport
1918,Boryspil International Airport
1919,Brussels Airport
1920,Budapest Liszt Ferenc International Airport
1921,Cairo International Airport
1922,Catania-Fontanarossa Airport
1923,Chania International Airport
1924,Charles de Gaulle International Airport
1925,Chicago O'Hare International Airport
1926,Chisinau International Airport
1927,Cluj-Napoca International Airport
1928,Cologne Bonn Airport
1929,Copenhagen Kastrup Airport
1930,Dalaman International Airport
1931,Diagoras Airport
1932,Dnipropetrovsk International Airport
1933,Domodedovo International Airport
1934,Dubai International Airport
1935,Dubrovnik Airport
1936,Dusseldorf Airport
1937,Eleftherios Venizelos International Airport
1938,Erbil International Airport
1939,EuroAirport Basel-Mulhouse-Freiburg Airport
1940,Falcone Borsellino Airport
1941,Frankfurt am Main Airport
1942,Geneva Cointrin International Airport
1943,Gran Canaria Airport
1944,Graz Airport
1945,Hamburg Airport
1946,Hannover Airport
1947,Henri Coanda International Airport
1948,Heraklion International Nikos Kazantzakis Airport
1949,Heydar Aliyev International Airport
1950,Humberto Delgado Airport (Lisbon Portela Airport)
1951,Hurghada International Airport
1952,Iasi Airport
1953,Imam Khomeini International Airport
1954,Indira Gandhi International Airport
1955,Innsbruck Airport
1956,Istanbul Airport
1957,John F Kennedy International Airport
1958,Kharkiv International Airport
1959,Klagenfurt Airport
1960,Kosice Airport
1961,Krakow John Paul II International Airport
1962,Krasnodar Pashkovsky International Airport
1963,Lamezia Terme Airport
1964,Larnaca International Airport
1965,Leipzig/Halle Airport
1966,Leonardo da Vinci Fiumicino Airport
1967,Lester B. Pearson International Airport
1968,Linz Horsching Airport
1969,Ljubljana Joze Pucnik Airport
1970,London Heathrow Airport
1971,Luxembourg-Findel International Airport
1972,Lviv International Airport
1973,Lyon Saint-Exupery Airport
1974,Madeira Airport
1975,Malpensa International Airport
1976,Malta International Airport
1977,Minsk National Airport
1978,Munich Airport
1979,Naples International Airport
1980,Narita International Airport
1981,Nice-Cote d'Azur Airport
1982,Odessa International Airport
1983,Olbia Costa Smeralda Airport
1984,Oslo Lufthavn
1985,Palma De Mallorca Airport
1986,Peretola Airport
1987,Platov International Airport
1988,Podgorica Airport
1989,Pristina International Airport
1990,Pulkovo Airport
1991,Queen Alia International Airport
1992,Riga International Airport
1993,Salzburg Airport
1994,Santorini Airport
1995,Sarajevo International Airport
1996,Sibiu International Airport
1997,Skopje Alexander the Great Airport
1998,Sofia Airport
1999,Split Airport
2000,Stockholm-Arlanda Airport
2001,Stuttgart Airport
2002,Suvarnabhumi Airport
2003,Tbilisi International Airport
2004,Tenerife South Airport
2005,Thessaloniki Macedonia International Airport
2006,Tirana International Airport Mother Teresa
2007,Vaclav Havel Airport Prague
2008,Varna Airport
2009,Venice Marco Polo Airport
2010,Vilnius International Airport
2011,Vnukovo International Airport
2012,Warsaw Chopin Airport
2013,Washington Dulles International Airport
2014,Zagreb Airport
2015,Zurich Airport
2016,Zvartnots International Airport
2017,Vienna International Airport
2018,Vienna International Airport
2019,Vienna International Airport
2020,Vienna International Airport
2021,Vienna International Airport
2022,Vienna International Airport
2023,Vienna International Airport
2024,Astana International Airport
2025,Atyrau Airport
2026,Almaty Airport
2027,Uralsk Airport
2028,Almaty Airport
2029,Uralsk Airport
2030,Astana International Airport
2031,Atyrau Airport
2032,Yangon International Airport
2033,Yangon International Airport
2034,Singapore Changi Airport
2035,Suvarnabhumi Airport
2036,Lyon Saint-Exupery Airport
2037,Marseille Provence Airport
2038,Paris-Orly Airport
2039,Paris-Orly Airport
2040,Es Senia Airport
2041,Faro Airport
2042,Houari Boumediene Airport
2043,Paris-Orly Airport
2044,Charles de Gaulle International Airport
2045,Lille-Lesquin Airport
2046,Lyon Saint-Exupery Airport
2047,Marseille Provence Airport
2048,Paris-Orly Airport
2049,Toulouse-Blagnac Airport
2050,Charles de Gaulle International Airport
2051,Paris-Orly Airport
2052,Charles de Gaulle International Airport
2053,Lille-Lesquin Airport
2054,Lyon Saint-Exupery Airport
2055,Marseille Provence Airport
2056,Paris-Orly Airport
2057,Toulouse-Blagnac Airport
2058,Paris-Orly Airport
2059,Es Senia Airport
2060,Houari Boumediene Airport
2061,Ain Arnat Airport
2062,Es Senia Airport
2063,Houari Boumediene Airport
2064,Mohamed Boudiaf International Airport
2065,Paris-Orly Airport
2066,Ain Arnat Airport
2067,Es Senia Airport
2068,Houari Boumediene Airport
2069,Mohamed Boudiaf International Airport
2070,Rabah Bitat Airport
2071,Soummam Airport
2072,Zenata Messali El Hadj Airport
2073,Paris-Orly Airport
2074,Lyon Saint-Exupery Airport
2075,Marseille Provence Airport
2076,Paris-Orly Airport
2077,Ain Arnat Airport
2078,Biskra Airport
2079,Djerba Zarzis International Airport
2080,Es Senia Airport
2081,Francisco de Sa Carneiro Airport
2082,Houari Boumediene Airport
2083,Humberto Delgado Airport (Lisbon Portela Airport)
2084,Madeira Airport
2085,Modibo Keita International Airport
2086,Mohamed Boudiaf International Airport
2087,Rabah Bitat Airport
2088,Soummam Airport
2089,Vnukovo International Airport
2090,Zenata Messali El Hadj Airport
2091,Marseille Provence Airport
2092,Paris-Orly Airport
2093,Marseille Provence Airport
2094,Paris-Orly Airport
2095,Es Senia Airport
2096,Houari Boumediene Airport
2097,Paris-Orly Airport
2098,Marseille Provence Airport
2099,Paris-Orly Airport
2100,Heho Airport
2101,Mandalay International Airport
2102,Yangon International Airport
2103,Yangon International Airport
2104,Mandalay International Airport
2105,Tachileik Airport
2106,Yangon International Airport
2107,Yangon International Airport
2108,Yangon International Airport
2109,Bagan Airport
2110,Heho Airport
2111,Myitkyina Airport
2112,Yangon International Airport
2113,Mandalay International Airport
2114,Putao Airport
2115,Yangon International Airport
2116,Myitkyina Airport
2117,Yangon International Airport
2118,Heho Airport
2119,Kengtung Airport
2120,Yangon International Airport
2121,Bagan Airport
2122,Chiang Mai International Airport
2123,Heho Airport
2124,Kyaukpyu Airport
2125,Mandalay International Airport
2126,Myitkyina Airport
2127,Sittwe Airport
2128,Tachileik Airport
2129,Bahrain International Airport
2130,Hong Kong International Airport
2131,Hamad International Airport
2132,Hong Kong International Airport
2133,Hong Kong International Airport
2134,Dubai International Airport
2135,Singapore Changi Airport
2136,Suvarnabhumi Airport
2137,Hamad International Airport
2138,Hong Kong International Airport
2139,Cairns International Airport
2140,Hong Kong International Airport
2141,Brisbane International Airport
2142,Hong Kong International Airport
2143,Hong Kong International Airport
2144,Hong Kong International Airport
2145,Hong Kong International Airport
2146,Hong Kong International Airport
2147,Hong Kong International Airport
2148,Hong Kong International Airport
2149,Suvarnabhumi Airport
2150,Hartsfield Jackson Atlanta International Airport
2151,Hong Kong International Airport
2152,Hong Kong International Airport
2153,Hong Kong International Airport
2154,Taiwan Taoyuan International Airport
2155,Hong Kong International Airport
2156,Hong Kong International Airport
2157,Hong Kong International Airport
2158,Hamad International Airport
2159,Hong Kong International Airport
2160,Hong Kong International Airport
2161,Taiwan Taoyuan International Airport
2162,Hong Kong International Airport
2163,Hamad International Airport
2164,Hong Kong International Airport
2165,Hong Kong International Airport
2166,Hong Kong International Airport
2167,Hong Kong International Airport
2168,Adolfo Suarez Madrid Barajas Airport
2169,Barcelona International Airport
2170,Eleftherios Venizelos International Airport
2171,Geneva Cointrin International Airport
2172,Hong Kong International Airport
2173,Venice Marco Polo Airport
2174,Hong Kong International Airport
2175,Chicago O'Hare International Airport
2176,Hong Kong International Airport
2177,Tribhuvan International Airport
2178,Abu Dhabi International Airport
2179,Adelaide International Airport
2180,Amsterdam Airport Schiphol
2181,Auckland International Airport
2182,Beijing Capital International Airport
2183,Brisbane International Airport
2184,Cairns International Airport
2185,Changsha Huanghua International Airport
2186,Charles de Gaulle International Airport
2187,Chengdu Shuangliu International Airport
2188,Chennai International Airport
2189,Chhatrapati Shivaji International Airport
2190,Chiang Mai International Airport
2191,Chicago O'Hare International Airport
2192,Chongqing Jiangbei International Airport
2193,Chubu Centrair International Airport
2194,Da Nang International Airport
2195,Domodedovo International Airport
2196,Dubai International Airport
2197,Frankfurt am Main Airport
2198,Fukuoka Airport
2199,Fuzhou Changle International Airport
2200,Gimhae International Airport
2201,Guangzhou Baiyun International Airport
2202,Guilin Liangjiang International Airport
2203,Haikou Meilan International Airport
2204,Hamad International Airport
2205,Hangzhou Xiaoshan International Airport
2206,Hazrat Shahjalal International Airport
2207,Incheon International Airport
2208,Indira Gandhi International Airport
2209,Jeju International Airport
2210,John F Kennedy International Airport
2211,Juanda International Airport
2212,Kansai International Airport
2213,Kaohsiung International Airport
2214,Kempegowda International Airport
2215,Khabarovsk-Novy Airport
2216,King Khaled International Airport
2217,Kota Kinabalu International Airport
2218,Kuala Lumpur International Airport
2219,Kunming Changshui International Airport
2220,Leonardo da Vinci Fiumicino Airport
2221,Lester B. Pearson International Airport
2222,Liuting Airport
2223,London Heathrow Airport
2224,Los Angeles International Airport
2225,Mactan Cebu International Airport
2226,Male International Airport
2227,Malpensa International Airport
2228,Melbourne International Airport
2229,Nadi International Airport
2230,Naha Airport
2231,Nanjing Lukou Airport
2232,Narita International Airport
2233,Netaji Subhash Chandra Bose International Airport
2234,New Chitose Airport
2235,Newark Liberty International Airport
2236,Ngurah Rai (Bali) International Airport
2237,Ningbo Lishe International Airport
2238,Ninoy Aquino International Airport
2239,Noi Bai International Airport
2240,OR Tambo International Airport
2241,Penang International Airport
2242,Perth International Airport
2243,Phuket International Airport
2244,Rajiv Gandhi International Airport
2245,Samui Airport
2246,San Francisco International Airport
2247,Sanya Phoenix International Airport
2248,Shanghai Hongqiao International Airport
2249,Shanghai Pudong International Airport
2250,Singapore Changi Airport
2251,Soekarno-Hatta International Airport
2252,Suvarnabhumi Airport
2253,Sydney Kingsford Smith International Airport
2254,Taiwan Taoyuan International Airport
2255,Tan Son Nhat International Airport
2256,Tokyo Haneda International Airport
2257,Vancouver International Airport
2258,Vladivostok International Airport
2259,Wenzhou Longwan International Airport
2260,Wuhan Tianhe International Airport
2261,Xi'an Xianyang International Airport
2262,Xiamen Gaoqi International Airport
2263,Zhengzhou Xinzheng International Airport
2264,Hong Kong International Airport
2265,Taiwan Taoyuan International Airport
2266,Hong Kong International Airport
2267,Hong Kong International Airport
2268,Suvarnabhumi Airport
2269,Hong Kong International Airport
2270,Vancouver International Airport
2271,Hong Kong International Airport
2272,Hong Kong International Airport
2273,Taiwan Taoyuan International Airport
2274,Hong Kong International Airport
2275,Hong Kong International Airport
2276,Hong Kong International Airport
2277,Hong Kong International Airport
2278,Hong Kong International Airport
2279,Suvarnabhumi Airport
2280,Hong Kong International Airport
2281,Hong Kong International Airport
2282,Hong Kong International Airport
2283,Hong Kong International Airport
2284,Hong Kong International Airport
2285,Hong Kong International Airport
2286,Hong Kong International Airport
2287,Dallas Fort Worth International Airport
2288,Hong Kong International Airport
2289,Hong Kong International Airport
2290,Hong Kong International Airport
2291,Hong Kong International Airport
2292,Hong Kong International Airport
2293,Hong Kong International Airport
2294,Hong Kong International Airport
2295,Hong Kong International Airport
2296,Taiwan Taoyuan International Airport
2297,Hong Kong International Airport
2298,Hong Kong International Airport
2299,Hong Kong International Airport
2300,Hong Kong International Airport
2301,Hong Kong International Airport
2302,Hong Kong International Airport
2303,Hong Kong International Airport
2304,Hong Kong International Airport
2305,Hong Kong International Airport
2306,Hong Kong International Airport
2307,Hong Kong International Airport
2308,Hong Kong International Airport
2309,Hong Kong International Airport
2310,Hong Kong International Airport
2311,Hong Kong International Airport
2312,Hong Kong International Airport
2313,Hong Kong International Airport
2314,Bandaranaike International Colombo Airport
2315,Hong Kong International Airport
2316,Suvarnabhumi Airport
2317,Hong Kong International Airport
2318,Bandaranaike International Colombo Airport
2319,Hong Kong International Airport
2320,Jinnah International Airport
2321,Krabi Airport
2322,Singapore Changi Airport
2323,Hong Kong International Airport
2324,Chubu Centrair International Airport
2325,Fukuoka Airport
2326,Hong Kong International Airport
2327,Incheon International Airport
2328,Kansai International Airport
2329,Narita International Airport
2330,Hong Kong International Airport
2331,Hong Kong International Airport
2332,Hazrat Shahjalal International Airport
2333,Hong Kong International Airport
2334,John F Kennedy International Airport
2335,Hamad International Airport
2336,Hong Kong International Airport
2337,Hong Kong International Airport
2338,Hong Kong International Airport
2339,Hong Kong International Airport
2340,Hong Kong International Airport
2341,Hong Kong International Airport
2342,McCarran International Airport
2343,Los Angeles International Airport
2344,Manas International Airport
2345,Manas International Airport
2346,Osh Airport
2347,Manas International Airport
2348,Manas International Airport
2349,Osh Airport
2350,Manas International Airport
2351,Osh Airport
2352,Almaty Airport
2353,Domodedovo International Airport
2354,Dushanbe Airport
2355,Kazan International Airport
2356,Koltsovo Airport
2357,Osh Airport
2358,Pulkovo Airport
2359,Surgut Airport
2360,Tolmachevo Airport
2361,Yemelyanovo Airport
2362,Domodedovo International Airport
2363,Irkutsk Airport
2364,Kazan International Airport
2365,Koltsovo Airport
2366,Manas International Airport
2367,Pulkovo Airport
2368,Surgut Airport
2369,Tolmachevo Airport
2370,Yemelyanovo Airport
2371,Manas International Airport
2372,Osh Airport
2373,Manas International Airport
2374,Osh Airport
2375,Manas International Airport
2376,Osh Airport
2377,Manas International Airport
2378,La Romaine Airport
2379,Tete-a-la-Baleine Airport
2380,Nain Airport
2381,Rigolet Airport
2382,Natuashish Airport
2383,Postville Airport
2384,La Romaine Airport
2385,Natashquan Airport
2386,Chevery Airport
2387,Kegaska Airport
2388,Natashquan Airport
2389,St Augustin Airport
2390,Tete-a-la-Baleine Airport
2391,St Augustin Airport
2392,Postville Airport
2393,Rigolet Airport
2394,Goose Bay Airport
2395,Natuashish Airport
2396,Kegaska Airport
2397,La Romaine Airport
2398,Hopedale Airport
2399,Nain Airport
2400,Hopedale Airport
2401,Makkovik Airport
2402,Goose Bay Airport
2403,Makkovik Airport
2404,La Tabatiare Airport
2405,Lourdes de Blanc Sablon Airport
2406,Chevery Airport
2407,La Tabatiare Airport
2408,Cairo International Airport
2409,Ben Gurion International Airport
2410,Vnukovo International Airport
2411,Sovetskiy Airport
2412,Sovetskiy Airport
2413,Vnukovo International Airport
2414,Roshchino International Airport
2415,Ufa International Airport
2416,Vnukovo International Airport
2417,Vnukovo International Airport
2418,Novy Urengoy Airport
2419,Koltsovo Airport
2420,Nadym Airport
2421,Vnukovo International Airport
2422,Novy Urengoy Airport
2423,Vnukovo International Airport
2424,Beloyarskiy Airport
2425,Nadym Airport
2426,Novy Urengoy Airport
2427,Nukus Airport
2428,Sovetskiy Airport
2429,Ukhta Airport
2430,Bordeaux-Merignac Airport
2431,Brest Bretagne Airport
2432,Caen-Carpiquet Airport
2433,Lille-Lesquin Airport
2434,Montpellier-Mediterranee Airport
2435,Nantes Atlantique Airport
2436,Strasbourg Airport
2437,Toulouse-Blagnac Airport
2438,Catania-Fontanarossa Airport
2439,Palma De Mallorca Airport
2440,Valencia Airport
2441,Catania-Fontanarossa Airport
2442,Falcone Borsellino Airport
2443,Venice Marco Polo Airport
2444,Verona Villafranca Airport
2445,Bordeaux-Merignac Airport
2446,Brest Bretagne Airport
2447,Lille-Lesquin Airport
2448,Nantes Atlantique Airport
2449,Strasbourg Airport
2450,Toulouse-Blagnac Airport
2451,Strasbourg Airport
2452,Venice Marco Polo Airport
2453,Ajaccio-Napoleon Bonaparte Airport
2454,Bastia-Poretta Airport
2455,Calvi-Sainte-Catherine Airport
2456,Falcone Borsellino Airport
2457,Figari Sud-Corse Airport
2458,Malaga Airport
2459,Munich Airport
2460,Olbia Costa Smeralda Airport
2461,Palma De Mallorca Airport
