route_id,arr_airport
28428,La Aurora Airport
28429,Lester B. Pearson International Airport
28430,Licenciado Benito Juarez International Airport
28431,Los Angeles International Airport
28432,Mariscal Sucre International Airport
28433,Miami International Airport
28434,Newark Liberty International Airport
28435,Orlando International Airport
28436,Philip S. W. Goldson International Airport
28437,Ramon Villeda Morales International Airport
28438,San Francisco International Airport
28439,Tocumen International Airport
28440,Toncontin International Airport
28441,Washington Dulles International Airport
28442,El Dorado International Airport
28443,Monsenor Oscar Arnulfo Romero International Airport
28444,El Dorado International Airport
28445,El Dorado International Airport
28446,Monsenor Oscar Arnulfo Romero International Airport
28447,El Dorado International Airport
28448,Jose Maria Cordova International Airport
28449,El Dorado International Airport
28450,Monsenor Oscar Arnulfo Romero International Airport
28451,El Dorado International Airport
28452,El Dorado International Airport
28453,Alfonso Bonilla Aragon International Airport
28454,El Dorado International Airport
28455,Jose Maria Cordova International Airport
28456,Miami International Airport
28457,John F Kennedy International Airport
28458,Juan Santamaria International Airport
28459,La Aurora Airport
28460,Miami International Airport
28461,Monsenor Oscar Arnulfo Romero International Airport
28462,El Dorado International Airport
28463,Jorge Chavez International Airport
28464,Jorge Chavez International Airport
28465,Monsenor Oscar Arnulfo Romero International Airport
28466,El Dorado International Airport
28467,Jorge Chavez International Airport
28468,El Dorado International Airport
28469,Jorge Chavez International Airport
28470,Jose Maria Cordova International Airport
28471,El Dorado International Airport
28472,Juan Santamaria International Airport
28473,Monsenor Oscar Arnulfo Romero International Airport
28474,Juan Santamaria International Airport
28475,La Aurora Airport
28476,Monsenor Oscar Arnulfo Romero International Airport
28477,El Dorado International Airport
28478,Fabio Alberto Leon Bentley Airport
28479,Jorge Chavez International Airport
28480,El Dorado International Airport
28481,Monsenor Oscar Arnulfo Romero International Airport
28482,El Dorado International Airport
28483,Goma International Airport
28484,Ndjili International Airport
28485,Bunia Airport
28486,Goma International Airport
28487,Kindu Airport
28488,Kongolo Airport
28489,Beni Airport
28490,Goma International Airport
28491,Matari Airport
28492,Mbandaka Airport
28493,Bangoka International Airport
28494,Beni Airport
28495,Bukavu Kavumu Airport
28496,Lubumbashi International Airport
28497,Ndjili International Airport
28498,Bukavu Kavumu Airport
28499,Ndjili International Airport
28500,Kalemie Airport
28501,Kananga Airport
28502,Mbuji Mayi Airport
28503,Ndjili International Airport
28504,OR Tambo International Airport
28505,Bangoka International Airport
28506,Gemena Airport
28507,Ndjili International Airport
28508,Lubumbashi International Airport
28509,Ndjili International Airport
28510,Bangoka International Airport
28511,Kananga Airport
28512,Kindu Airport
28513,Lubumbashi International Airport
28514,Mbandaka Airport
28515,Mbuji Mayi Airport
28516,Lubumbashi International Airport
28517,Soekarno-Hatta International Airport
28518,Soekarno-Hatta International Airport
28519,Soekarno-Hatta International Airport
28520,Soekarno-Hatta International Airport
28521,Soekarno-Hatta International Airport
28522,Soekarno-Hatta International Airport
28523,Adi Sutjipto International Airport
28524,Juanda International Airport
28525,Ngurah Rai (Bali) International Airport
28526,Pattimura Airport
28527,Sam Ratulangi Airport
28528,Sentani International Airport
28529,Sultan Aji Muhamad Sulaiman Airport
28530,Sultan Syarif Kasim Ii (Simpang Tiga) Airport
28531,Soekarno-Hatta International Airport
28532,Soekarno-Hatta International Airport
28533,Honiara International Airport
28534,Nadi International Airport
28535,Honiara International Airport
28536,Nusatupe Airport
28537,Honiara International Airport
28538,Suavanao Airport
28539,Bauerfield International Airport
28540,Brisbane International Airport
28541,Choiseul Bay Airport
28542,Fera/Maringe Airport
28543,Kaghau Airport
28544,Marau Airport
28545,Munda Airport
28546,Nadi International Airport
28547,Nusatupe Airport
28548,Ramata Airport
28549,Rennell/Tingoa Airport
28550,Santa Ana Airport
28551,Sege Airport
28552,Suavanao Airport
28553,Ulawa Airport
28554,Uru Harbour Airport
28555,Munda Airport
28556,Nusatupe Airport
28557,Honiara International Airport
28558,Honiara International Airport
28559,Kaghau Airport
28560,Sege Airport
28561,Bauerfield International Airport
28562,Honiara International Airport
28563,Santa Ana Airport
28564,Ulawa Airport
28565,Choiseul Bay Airport
28566,Honiara International Airport
28567,Sege Airport
28568,Honiara International Airport
28569,Munda Airport
28570,Honiara International Airport
28571,Honiara International Airport
28572,Ngorangora Airport
28573,Honiara International Airport
28574,Nusatupe Airport
28575,Ramata Airport
28576,Suavanao Airport
28577,Honiara International Airport
28578,Honiara International Airport
28579,Ngorangora Airport
28580,Honiara International Airport
28581,Hong Kong International Airport
28582,Hong Kong International Airport
28583,Hong Kong International Airport
28584,Hong Kong International Airport
28585,Hong Kong International Airport
28586,Hong Kong International Airport
28587,Hong Kong International Airport
28588,Beijing Capital International Airport
28589,Chengdu Shuangliu International Airport
28590,Chongqing Jiangbei International Airport
28591,Fuzhou Changle International Airport
28592,Guilin Liangjiang International Airport
28593,Haikou Meilan International Airport
28594,Hangzhou Xiaoshan International Airport
28595,Kagoshima Airport
28596,Longdongbao Airport
28597,Naha Airport
28598,Nanjing Lukou Airport
28599,Nanning Wuxu Airport
28600,Ngurah Rai (Bali) International Airport
28601,Noi Bai International Airport
28602,Sanya Phoenix International Airport
28603,Shanghai Hongqiao International Airport
28604,Shanghai Pudong International Airport
28605,Suvarnabhumi Airport
28606,Taiwan Taoyuan International Airport
28607,Taiyuan Wusu Airport
28608,Tan Son Nhat International Airport
28609,Tianjin Binhai International Airport
28610,Xiamen Gaoqi International Airport
28611,Xuzhou Guanyin Airport
28612,Hong Kong International Airport
28613,Hong Kong International Airport
28614,Hong Kong International Airport
28615,Hong Kong International Airport
28616,Hong Kong International Airport
28617,Hong Kong International Airport
28618,Hong Kong International Airport
28619,Hong Kong International Airport
28620,Hong Kong International Airport
28621,Hong Kong International Airport
28622,Hong Kong International Airport
28623,Hong Kong International Airport
28624,Hong Kong International Airport
28625,Hong Kong International Airport
28626,Hong Kong International Airport
28627,Hong Kong International Airport
28628,Hong Kong International Airport
28629,Hong Kong International Airport
28630,Minsk National Airport
28631,Minsk National Airport
28632,Minsk National Airport
28633,Minsk National Airport
28634,Minsk National Airport
28635,Budapest Liszt Ferenc International Airport
28636,Minsk National Airport
28637,Minsk National Airport
28638,Belgrade Nikola Tesla Airport
28639,Minsk National Airport
28640,Minsk National Airport
28641,Minsk National Airport
28642,Minsk National Airport
28643,Minsk National Airport
28644,Minsk National Airport
28645,Minsk National Airport
28646,Minsk National Airport
28647,Minsk National Airport
28648,Minsk National Airport
28649,Minsk National Airport
28650,Minsk National Airport
28651,Minsk National Airport
28652,Minsk National Airport
28653,Abu Dhabi International Airport
28654,Amsterdam Airport Schiphol
28655,Ashgabat International Airport
28656,Astana International Airport
28657,Barcelona International Airport
28658,Ben Gurion International Airport
28659,Boryspil International Airport
28660,Budapest Liszt Ferenc International Airport
28661,Charles de Gaulle International Airport
28662,Domodedovo International Airport
28663,Frankfurt am Main Airport
28664,Geneva Cointrin International Airport
28665,Helsinki Vantaa Airport
28666,Heydar Aliyev International Airport
28667,Imam Khomeini International Airport
28668,Istanbul Airport
28669,Krasnodar Pashkovsky International Airport
28670,Larnaca International Airport
28671,Leonardo da Vinci Fiumicino Airport
28672,London Gatwick Airport
28673,Malpensa International Airport
28674,Nice-Cote d'Azur Airport
28675,Pulkovo Airport
28676,Sochi International Airport
28677,Tbilisi International Airport
28678,Vaclav Havel Airport Prague
28679,Vienna International Airport
28680,Warsaw Chopin Airport
28681,Zvartnots International Airport
28682,Minsk National Airport
28683,Minsk National Airport
28684,Minsk National Airport
28685,Minsk National Airport
28686,Minsk National Airport
28687,Minsk National Airport
28688,Minsk National Airport
28689,Minsk National Airport
28690,Ted Stevens Anchorage International Airport
28691,Los Angeles International Airport
28692,McGrath Airport
28693,Ted Stevens Anchorage International Airport
28694,Los Angeles International Airport
28695,Seattle Tacoma International Airport
28696,Portland International Airport
28697,Seattle Tacoma International Airport
28698,Ted Stevens Anchorage International Airport
28699,Portland International Airport
28700,Seattle Tacoma International Airport
28701,Hartsfield Jackson Atlanta International Airport
28702,Portland International Airport
28703,Seattle Tacoma International Airport
28704,Lewiston Nez Perce County Airport
28705,Norman Y. Mineta San Jose International Airport
28706,Portland International Airport
28707,Sacramento International Airport
28708,San Diego International Airport
28709,Seattle Tacoma International Airport
28710,Los Angeles International Airport
28711,Seattle Tacoma International Airport
28712,Los Angeles International Airport
28713,Portland International Airport
28714,San Diego International Airport
28715,Seattle Tacoma International Airport
28716,Hartsfield Jackson Atlanta International Airport
28717,Hartsfield Jackson Atlanta International Airport
28718,Los Angeles International Airport
28719,Louis Armstrong New Orleans International Airport
28720,Portland International Airport
28721,San Diego International Airport
28722,San Francisco International Airport
28723,Seattle Tacoma International Airport
28724,Seattle Tacoma International Airport
28725,Ted Stevens Anchorage International Airport
28726,John Wayne Airport-Orange County Airport
28727,Los Angeles International Airport
28728,San Diego International Airport
28729,San Francisco International Airport
28730,Seattle Tacoma International Airport
28731,Los Angeles International Airport
28732,Los Angeles International Airport
28733,Seattle Tacoma International Airport
28734,Portland International Airport
28735,San Diego International Airport
28736,Ted Stevens Anchorage International Airport
28737,Seattle Tacoma International Airport
28738,Los Angeles International Airport
28739,Seattle Tacoma International Airport
28740,Seattle Tacoma International Airport
28741,Portland International Airport
28742,San Diego International Airport
28743,Seattle Tacoma International Airport
28744,Seattle Tacoma International Airport
28745,Long Island Mac Arthur Airport
28746,Los Angeles International Airport
28747,Northern Maine Regional Airport at Presque Isle
28748,Plattsburgh International Airport
28749,Los Angeles International Airport
28750,Los Angeles International Airport
28751,Seattle Tacoma International Airport
28752,Helena Regional Airport
28753,Seattle Tacoma International Airport
28754,Birmingham-Shuttlesworth International Airport
28755,Charleston Air Force Base-International Airport
28756,Charlotte Douglas International Airport
28757,Huntsville International Carl T Jones Field
28758,Jackson-Medgar Wiley Evers International Airport
28759,Jacksonville International Airport
28760,Los Angeles International Airport
28761,Louis Armstrong New Orleans International Airport
28762,McGhee Tyson Airport
28763,Memphis International Airport
28764,Miami International Airport
28765,Nashville International Airport
28766,Norfolk International Airport
28767,Palm Beach International Airport
28768,Pensacola Regional Airport
28769,Piedmont Triad International Airport
28770,Raleigh Durham International Airport
28771,Salt Lake City International Airport
28772,San Diego International Airport
28773,Savannah Hilton Head International Airport
28774,Southwest Florida International Airport
28775,Great Falls International Airport
28776,Seattle Tacoma International Airport
28777,Hartsfield Jackson Atlanta International Airport
28778,Los Angeles International Airport
28779,Los Angeles International Airport
28780,Hartsfield Jackson Atlanta International Airport
28781,Hartsfield Jackson Atlanta International Airport
28782,Los Angeles International Airport
28783,San Diego International Airport
28784,San Francisco International Airport
28785,Seattle Tacoma International Airport
28786,Los Angeles International Airport
28787,Dallas Fort Worth International Airport
28788,Portland International Airport
28789,Seattle Tacoma International Airport
28790,Ketchikan International Airport
28791,Seattle Tacoma International Airport
28792,Sitka Rocky Gutierrez Airport
28793,Ted Stevens Anchorage International Airport
28794,Los Angeles International Airport
28795,Seattle Tacoma International Airport
28796,Juneau International Airport
28797,Seattle Tacoma International Airport
28798,Sitka Rocky Gutierrez Airport
28799,Ted Stevens Anchorage International Airport
28800,Ted Stevens Anchorage International Airport
28801,Boise Air Terminal/Gowen Field
28802,Pullman Moscow Regional Airport
28803,Seattle Tacoma International Airport
28804,Los Angeles International Airport
28805,San Francisco International Airport
28806,Los Angeles International Airport
28807,Portland International Airport
28808,Seattle Tacoma International Airport
28809,General Edward Lawrence Logan International Airport
28810,Los Angeles International Airport
28811,Albuquerque International Sunport
28812,Austin Bergstrom International Airport
28813,Bradley International Airport
28814,Charles M. Schulz Sonoma County Airport
28815,Chicago O'Hare International Airport
28816,Dallas Fort Worth International Airport
28817,Daniel K Inouye International Airport
28818,Denver International Airport
28819,Ellison Onizuka Kona International At Keahole Airport
28820,General Edward Lawrence Logan International Airport
28821,General Rafael Buelna International Airport
28822,George Bush Intercontinental Houston Airport
28823,Hartsfield Jackson Atlanta International Airport
28824,Indianapolis International Airport
28825,Ixtapa Zihuatanejo International Airport
28826,John F Kennedy International Airport
28827,John Glenn Columbus International Airport
28828,Kahului Airport
28829,Licenciado Gustavo Diaz Ordaz International Airport
28830,Lihue Airport
28831,Loreto International Airport
28832,Los Cabos International Airport
28833,Louis Armstrong New Orleans International Airport
28834,Mammoth Yosemite Airport
28835,Miami International Airport
28836,Nashville International Airport
28837,Orlando International Airport
28838,Pittsburgh International Airport
28839,Portland International Airport
28840,Raleigh Durham International Airport
28841,Rogue Valley International Medford Airport
28842,San Diego International Airport
28843,San Francisco International Airport
28844,Seattle Tacoma International Airport
28845,St Louis Lambert International Airport
28846,Ted Stevens Anchorage International Airport
28847,Vancouver International Airport
28848,Will Rogers World Airport
28849,Los Angeles International Airport
28850,Norman Y. Mineta San Jose International Airport
28851,San Francisco International Airport
28852,Hartsfield Jackson Atlanta International Airport
28853,Los Angeles International Airport
28854,Salt Lake City International Airport
28855,Portland International Airport
28856,Seattle Tacoma International Airport
28857,Los Angeles International Airport
28858,Portland International Airport
28859,Seattle Tacoma International Airport
28860,Hartsfield Jackson Atlanta International Airport
28861,Aniak Airport
28862,Ted Stevens Anchorage International Airport
28863,Hartsfield Jackson Atlanta International Airport
28864,Portland International Airport
28865,Seattle Tacoma International Airport
28866,Hartsfield Jackson Atlanta International Airport
28867,Los Angeles International Airport
28868,San Francisco International Airport
28869,Los Angeles International Airport
28870,San Diego International Airport
28871,Seattle Tacoma International Airport
28872,Portland International Airport
28873,Seattle Tacoma International Airport
28874,San Diego International Airport
28875,Hartsfield Jackson Atlanta International Airport
28876,Los Angeles International Airport
28877,Ralph Wien Memorial Airport
28878,Ted Stevens Anchorage International Airport
28879,Hartsfield Jackson Atlanta International Airport
28880,Boise Air Terminal/Gowen Field
28881,Los Cabos International Airport
28882,Portland International Airport
28883,Reno Tahoe International Airport
28884,Seattle Tacoma International Airport
28885,General Edward Lawrence Logan International Airport
28886,Portland International Airport
28887,Seattle Tacoma International Airport
28888,Los Angeles International Airport
28889,Hartsfield Jackson Atlanta International Airport
28890,Portland International Airport
28891,Sacramento International Airport
28892,San Francisco International Airport
28893,Seattle Tacoma International Airport
28894,Seattle Tacoma International Airport
28895,Hartsfield Jackson Atlanta International Airport
28896,Portland International Airport
28897,Seattle Tacoma International Airport
28898,Hartsfield Jackson Atlanta International Airport
28899,Los Angeles International Airport
28900,General Edward Lawrence Logan International Airport
28901,Bellingham International Airport
28902,Billings Logan International Airport
28903,Bob Hope Airport
28904,Boise Air Terminal/Gowen Field
28905,Charles M. Schulz Sonoma County Airport
28906,Chicago O'Hare International Airport
28907,Detroit Metropolitan Wayne County Airport
28908,Fresno Yosemite International Airport
28909,John Wayne Airport-Orange County Airport
28910,Long Beach /Daugherty Field/ Airport
28911,Los Angeles International Airport
28912,Mahlon Sweet Field
28913,McCarran International Airport
28914,Metropolitan Oakland International Airport
28915,Missoula International Airport
28916,Norman Y. Mineta San Jose International Airport
28917,Ontario International Airport
28918,Palm Springs International Airport
28919,Phoenix Sky Harbor International Airport
28920,Reno Tahoe International Airport
28921,Roberts Field
28922,Rogue Valley International Medford Airport
28923,Sacramento International Airport
28924,Salt Lake City International Airport
28925,San Diego International Airport
28926,San Francisco International Airport
28927,Santa Barbara Municipal Airport
28928,Seattle Tacoma International Airport
28929,Spokane International Airport
28930,Ted Stevens Anchorage International Airport
28931,Tri Cities Airport
28932,Tucson International Airport
28933,Vancouver International Airport
28934,Lewiston Nez Perce County Airport
28935,Seattle Tacoma International Airport
28936,Hartsfield Jackson Atlanta International Airport
28937,Los Angeles International Airport
28938,Nome Airport
28939,Ted Stevens Anchorage International Airport
28940,Norman Y. Mineta San Jose International Airport
28941,Portland International Airport
28942,Seattle Tacoma International Airport
28943,Portland International Airport
28944,Seattle Tacoma International Airport
28945,Los Angeles International Airport
28946,Portland International Airport
28947,Seattle Tacoma International Airport
28948,Boise Air Terminal/Gowen Field
28949,Palm Springs International Airport
28950,Portland International Airport
28951,Hartsfield Jackson Atlanta International Airport
28952,Los Angeles International Airport
28953,Louis Armstrong New Orleans International Airport
28954,Portland International Airport
28955,San Diego International Airport
28956,Seattle Tacoma International Airport
28957,Boise Air Terminal/Gowen Field
28958,Charles M. Schulz Sonoma County Airport
28959,Chicago O'Hare International Airport
28960,Dallas Fort Worth International Airport
28961,Detroit Metropolitan Wayne County Airport
28962,Fresno Yosemite International Airport
28963,Hartsfield Jackson Atlanta International Airport
28964,John F Kennedy International Airport
28965,Los Angeles International Airport
28966,Minneapolis-St Paul International/Wold-Chamberlain Airport
28967,Monterey Peninsula Airport
28968,Portland International Airport
28969,Salt Lake City International Airport
28970,Seattle Tacoma International Airport
28971,Chicago O'Hare International Airport
28972,Dallas Fort Worth International Airport
28973,John F Kennedy International Airport
28974,Licenciado Gustavo Diaz Ordaz International Airport
28975,Los Angeles International Airport
28976,Los Cabos International Airport
28977,Miami International Airport
28978,Palm Springs International Airport
28979,Portland International Airport
28980,Seattle Tacoma International Airport
28981,Ted Stevens Anchorage International Airport
28982,Portland International Airport
28983,Seattle Tacoma International Airport
28984,Hartsfield Jackson Atlanta International Airport
28985,Austin Bergstrom International Airport
28986,Bellingham International Airport
28987,Billings Logan International Airport
28988,Bob Hope Airport
28989,Boise Air Terminal/Gowen Field
28990,Calgary International Airport
28991,Charles M. Schulz Sonoma County Airport
28992,Chicago O'Hare International Airport
28993,City of Colorado Springs Municipal Airport
28994,Dallas Fort Worth International Airport
28995,Denver International Airport
28996,Edmonton International Airport
28997,Eppley Airfield
28998,Fairbanks International Airport
28999,Fresno Yosemite International Airport
29000,Gallatin Field
29001,Glacier Park International Airport
29002,Great Falls International Airport
29003,John F Kennedy International Airport
29004,John Wayne Airport-Orange County Airport
29005,Juneau International Airport
29006,Kelowna International Airport
29007,Ketchikan International Airport
29008,Lewiston Nez Perce County Airport
29009,Long Beach /Daugherty Field/ Airport
29010,Los Angeles International Airport
29011,Mahlon Sweet Field
29012,McCarran International Airport
29013,Metropolitan Oakland International Airport
29014,Minneapolis-St Paul International/Wold-Chamberlain Airport
29015,Missoula International Airport
29016,Norman Y. Mineta San Jose International Airport
29017,Ontario International Airport
29018,Palm Springs International Airport
29019,Pangborn Memorial Airport
29020,Phoenix Sky Harbor International Airport
29021,Portland International Airport
29022,Pullman Moscow Regional Airport
29023,Reno Tahoe International Airport
29024,Roberts Field
29025,Rogue Valley International Medford Airport
29026,Salt Lake City International Airport
29027,San Diego International Airport
29028,San Francisco International Airport
29029,Santa Barbara Municipal Airport
29030,Spokane International Airport
29031,Ted Stevens Anchorage International Airport
29032,Tri Cities Airport
29033,Vancouver International Airport
29034,Victoria International Airport
29035,Walla Walla Regional Airport
29036,Yakima Air Terminal McAllister Field
29037,Juneau International Airport
29038,Ketchikan International Airport
29039,Hartsfield Jackson Atlanta International Airport
29040,Portland International Airport
29041,Seattle Tacoma International Airport
29042,Ted Stevens Anchorage International Airport
29043,Los Angeles International Airport
29044,Ted Stevens Anchorage International Airport
29045,Adak Airport
29046,Aniak Airport
29047,Bethel Airport
29048,Cold Bay Airport
29049,Dillingham Airport
29050,Juneau International Airport
29051,King Salmon Airport
29052,Kodiak Airport
29053,McGrath Airport
29054,Nome Airport
29055,Portland International Airport
29056,Ralph Wien Memorial Airport
29057,Sand Point Airport
29058,Seattle Tacoma International Airport
29059,St George Airport
29060,St Paul Island Airport
29061,Unalakleet Airport
29062,Portland International Airport
29063,Seattle Tacoma International Airport
29064,Portland International Airport
29065,Ted Stevens Anchorage International Airport
29066,Los Angeles International Airport
29067,Portland International Airport
29068,Seattle Tacoma International Airport
29069,Seattle Tacoma International Airport
29070,Seattle Tacoma International Airport
29071,Los Angeles International Airport
29072,Seattle Tacoma International Airport
29073,Shanghai Pudong International Airport
29074,Dongshan Airport
29075,Shanghai Hongqiao International Airport
29076,Shanghai Hongqiao International Airport
29077,Hangzhou Xiaoshan International Airport
29078,Shanghai Hongqiao International Airport
29079,Shanghai Hongqiao International Airport
29080,Shanghai Hongqiao International Airport
29081,Shanghai Pudong International Airport
29082,Tunxi International Airport
29083,Shanghai Hongqiao International Airport
29084,Tunxi International Airport
29085,Liuting Airport
29086,Shanghai Pudong International Airport
29087,Baita International Airport
29088,Shanghai Hongqiao International Airport
29089,Shanghai Hongqiao International Airport
29090,Liuting Airport
29091,Shanghai Pudong International Airport
29092,Shanghai Hongqiao International Airport
29093,Hangzhou Xiaoshan International Airport
29094,Nanjing Lukou Airport
29095,Shanghai Hongqiao International Airport
29096,Shanghai Pudong International Airport
29097,Wenzhou Longwan International Airport
29098,Xiamen Gaoqi International Airport
29099,Shanghai Hongqiao International Airport
29100,Shanghai Pudong International Airport
29101,Shanghai Pudong International Airport
29102,Beijing Capital International Airport
29103,Guangzhou Baiyun International Airport
29104,Hong Kong International Airport
29105,Zhengzhou Xinzheng International Airport
29106,Hangzhou Xiaoshan International Airport
29107,Nanjing Lukou Airport
29108,Ningbo Lishe International Airport
29109,Shanghai Hongqiao International Airport
29110,Shanghai Pudong International Airport
29111,Urumqi Diwopu International Airport
29112,Shanghai Pudong International Airport
29113,Liuting Airport
29114,Shanghai Hongqiao International Airport
29115,Shanghai Hongqiao International Airport
29116,Shanghai Hongqiao International Airport
29117,Shanghai Pudong International Airport
29118,Liuting Airport
29119,Shanghai Pudong International Airport
29120,Shanghai Hongqiao International Airport
29121,Xishuangbanna Gasa Airport
29122,Shanghai Hongqiao International Airport
29123,Shanghai Hongqiao International Airport
29124,Dandong Airport
29125,Gimhae International Airport
29126,Jiamusi Airport
29127,Jixi Xingkaihu Airport
29128,Qiqihar Sanjiazi Airport
29129,Shanghai Hongqiao International Airport
29130,Shanghai Hongqiao International Airport
29131,Shanghai Pudong International Airport
29132,Shanghai Pudong International Airport
29133,Shanghai Hongqiao International Airport
29134,Shanghai Pudong International Airport
29135,Shanghai Pudong International Airport
29136,Shanghai Hongqiao International Airport
29137,Guangzhou Baiyun International Airport
29138,Hong Kong International Airport
29139,Shanghai Hongqiao International Airport
29140,Shanghai Pudong International Airport
29141,Hong Kong International Airport
29142,Xi'an Xianyang International Airport
29143,Shanghai Pudong International Airport
29144,Liuting Airport
29145,Shanghai Pudong International Airport
29146,Baita International Airport
29147,Baotou Airport
29148,Beijing Capital International Airport
29149,Changsha Huanghua International Airport
29150,Chengdu Shuangliu International Airport
29151,Chongqing Jiangbei International Airport
29152,Fuyang Xiguan Airport
29153,Fuzhou Changle International Airport
29154,Gimpo International Airport
29155,Guangzhou Baiyun International Airport
29156,Guilin Liangjiang International Airport
29157,Hong Kong International Airport
29158,Jieyang Chaoshan International Airport
29159,Jinggangshan Airport
29160,Jining Qufu Airport
29161,Kunming Changshui International Airport
29162,Lanzhou Zhongchuan Airport
29163,Lianyungang Airport
29164,Liuting Airport
29165,Longdongbao Airport
29166,Macau International Airport
29167,Nanchang Changbei International Airport
29168,Nanning Wuxu Airport
29169,Shenzhen Bao'an International Airport
29170,Shijiazhuang Daguocun International Airport
29171,Shubuling Airport
29172,Taipei Songshan Airport
29173,Taiyuan Wusu Airport
29174,Taoxian Airport
29175,Tianjin Binhai International Airport
29176,Tokyo Haneda International Airport
29177,Tunxi International Airport
29178,Urumqi Diwopu International Airport
29179,Wenzhou Longwan International Airport
29180,Wuhan Tianhe International Airport
29181,Xi'an Xianyang International Airport
29182,Xiamen Gaoqi International Airport
29183,Yantai Laishan Airport
29184,Yichang Sanxia Airport
29185,Zhengzhou Xinzheng International Airport
29186,Anshan Air Base
29187,Chengdu Shuangliu International Airport
29188,Dayong Airport
29189,Gimhae International Airport
29190,Guangzhou Baiyun International Airport
29191,Guilin Liangjiang International Airport
29192,Haikou Meilan International Airport
29193,Hong Kong International Airport
29194,Incheon International Airport
29195,Jieyang Chaoshan International Airport
29196,Jinzhou Airport
29197,Kansai International Airport
29198,Longdongbao Airport
29199,Longjia Airport
29200,Macau International Airport
29201,Mianyang Airport
29202,Nanning Wuxu Airport
29203,Phuket International Airport
29204,Sanya Phoenix International Airport
29205,Shanhaiguan Airport
29206,Suvarnabhumi Airport
29207,Taipei Songshan Airport
29208,Taiping Airport
29209,Taoxian Airport
29210,Tianjin Binhai International Airport
29211,Toyama Airport
29212,Wanxian Airport
29213,Wuhan Tianhe International Airport
29214,Xi'an Xianyang International Airport
29215,Xiamen Gaoqi International Airport
29216,Yuncheng Guangong Airport
29217,Zhanjiang Airport
29218,Zhengzhou Xinzheng International Airport
29219,Zhoushuizi Airport
29220,Zhuhai Jinwan Airport
29221,Shanghai Pudong International Airport
29222,Shanghai Hongqiao International Airport
29223,Shanghai Hongqiao International Airport
29224,Shanghai Hongqiao International Airport
29225,Shanghai Pudong International Airport
29226,Shanghai Hongqiao International Airport
29227,Shanghai Pudong International Airport
29228,Shanghai Pudong International Airport
29229,Shanghai Hongqiao International Airport
29230,Shanghai Hongqiao International Airport
29231,Shanghai Pudong International Airport
29232,Shanghai Hongqiao International Airport
29233,Shanghai Pudong International Airport
29234,Shanghai Hongqiao International Airport
29235,Shanghai Pudong International Airport
29236,Chengdu Shuangliu International Airport
29237,Chongqing Jiangbei International Airport
29238,Shanghai Hongqiao International Airport
29239,Hotan Airport
29240,Shanghai Hongqiao International Airport
29241,Shanghai Pudong International Airport
29242,Guangzhou Baiyun International Airport
29243,Shanghai Hongqiao International Airport
29244,Shanghai Hongqiao International Airport
29245,Shanghai Pudong International Airport
29246,Ordos Ejin Horo Airport
29247,Shanghai Hongqiao International Airport
29248,Shanghai Pudong International Airport
29249,Guangzhou Baiyun International Airport
29250,Shanghai Hongqiao International Airport
29251,Shanghai Pudong International Airport
29252,Kunming Changshui International Airport
29253,Shanghai Hongqiao International Airport
29254,Shanghai Hongqiao International Airport
29255,Shanghai Pudong International Airport
29256,Shanghai Pudong International Airport
29257,Hangzhou Xiaoshan International Airport
29258,Shanghai Hongqiao International Airport
29259,Shanghai Pudong International Airport
29260,Shanghai Pudong International Airport
29261,Shanghai Pudong International Airport
29262,Iskandar Airport
29263,Iskandar Airport
29264,Pattimura Airport
29265,Rar Gwamar Airport
29266,Achmad Yani Airport
29267,Adi Sumarmo Wiryokusumo Airport
29268,Iskandar Airport
29269,Juanda International Airport
29270,Ketapang(Rahadi Usman) Airport
29271,Soekarno-Hatta International Airport
29272,Syamsudin Noor Airport
29273,Iskandar Airport
29274,Iskandar Airport
29275,Supadio Airport
29276,Sentani International Airport
29277,Saumlaki/Olilit Airport
29278,Dumatumbun Airport
29279,Dumatumbun Airport
29280,Oksibil Airport
29281,Wamena Airport
29282,Iskandar Airport
29283,Ketapang(Rahadi Usman) Airport
29284,Iskandar Airport
29285,Juanda International Airport
29286,Sentani International Airport
29287,Choibalsan Airport
29288,Muren Airport
29289,Ulaangom Airport
29290,Ulgii Mongolei Airport
29291,Chinggis Khaan International Airport
29292,Chinggis Khaan International Airport
29293,Chinggis Khaan International Airport
29294,Chinggis Khaan International Airport
29295,Lester B. Pearson International Airport
29296,Montreal / Pierre Elliott Trudeau International Airport
29297,Jose Marti International Airport
29298,Las Americas International Airport
29299,Leonardo da Vinci Fiumicino Airport
29300,Montreal / Pierre Elliott Trudeau International Airport
29301,Jose Marti International Airport
29302,Leonardo da Vinci Fiumicino Airport
29303,Jose Marti International Airport
29304,Jose Marti International Airport
29305,Jose Marti International Airport
29306,Montreal / Pierre Elliott Trudeau International Airport
29307,Jose Marti International Airport
29308,Lester B. Pearson International Airport
29309,Montreal / Pierre Elliott Trudeau International Airport
29310,Juan Gualberto Gomez International Airport
29311,Abel Santamaria Airport
29312,Antonio Maceo International Airport
29313,Cancun International Airport
29314,Del Caribe Santiago Marino International Airport
29315,El Dorado International Airport
29316,Frank Pais International Airport
29317,Ignacio Agramonte International Airport
29318,Las Americas International Airport
29319,Licenciado Benito Juarez International Airport
29320,Lynden Pindling International Airport
29321,Mariana Grajales Airport
